,,pi,x,new_pi,new_x
Gansu,1997,2.9000000000000057,-0.8820736307612975,0.7604953629697472,-3.3206228979811008
Gansu,1998,-1.0,1.3956267512919425,-0.7391295811550463,0.9377398428889904
Gansu,1999,-2.4000000000000057,1.0010320029252568,-1.398432302195997,2.5715993531578443
Gansu,2000,-0.5,0.5096787174542925,-0.845364921520271,3.2165280585136893
Gansu,2001,4.0,-7.419461654610274,3.4555979755208526,-2.8327930766142764
Gansu,2002,0.0,-9.446203536353153,0.5951927802349791,-2.9680338536961175
Gansu,2003,1.0999999999999943,-9.250615493089725,0.12319869330556035,-2.0994855962197114
Gansu,2004,2.299999999999997,-4.6021360765121235,-1.0935605570002538,1.6654771185759791
Gansu,2005,1.7000000000000028,-4.043659877111338,0.18816032774559333,0.2942163119139325
Gansu,2006,1.2999999999999972,-0.038130040436001884,-0.0516155240545979,3.1127511750596675
Gansu,2007,5.200000000000003,1.5878052039157495,0.6664415886649458,3.886083370003166
Gansu,2008,8.200000000000003,-0.1470745041279855,2.6427398866111016,1.0713006671732996
Gansu,2009,1.2999999999999972,-4.3998229987064414,1.7889805828101841,-2.2645410331157017
Gansu,2010,4.099999999999993,2.460268945440916,0.6578869696437396,-1.7007520457557708
Gansu,2011,5.900000000000006,8.677566850706597,0.11529157375985082,-0.9991383793537214
Guangdong,1992,7.299999999999998,32.08870177699737,4.337121369866729,25.227404131280625
Guangdong,1993,21.599999999999994,24.57140485184865,15.383551287987832,18.396623843014083
Guangdong,1994,21.700000000000006,14.179753980869975,13.792208093380847,10.607439065973873
Guangdong,1995,14.0,10.092935304258232,8.809021046719778,7.996971378805461
Guangdong,1996,7.0,2.661591020364611,4.6837127002667485,1.190843743801181
Guangdong,1997,1.9000000000000057,-0.1682745718500911,1.1748953293048645,-1.1210349316017447
Guangdong,1998,-1.7999999999999972,-2.6315823919770054,-1.5397706183293,-3.043261517848908
Guangdong,1999,-1.7999999999999972,-6.1695343508009435,-1.3371138618619405,-5.792630184510579
Guangdong,2000,1.4000000000000057,-6.3215348922140455,1.3544756472203596,-5.232862696066942
Guangdong,2001,-0.7000000000000028,-7.860202763653206,-0.9001150158214668,-5.914199712901436
Guangdong,2002,-1.4000000000000057,-8.631438583960332,-1.1399821318419827,-6.222360481297962
Guangdong,2003,0.5999999999999943,-6.909144245371365,0.19668983696928793,-4.238397142253038
Guangdong,2004,3.0,-5.6833811624508,1.6268578966601848,-3.4982583721292535
Guangdong,2005,2.299999999999997,-3.7144048628151434,1.7573776465123805,-1.7306071280979247
Guangdong,2006,1.7999999999999972,-1.9582959678082967,1.319628766213424,-0.32895764575880604
Guangdong,2007,3.700000000000003,0.2651715313618581,1.6400908964343166,1.5373117063330128
Guangdong,2008,5.599999999999994,1.0680235351612737,2.8070821633869687,1.9230159953304307
Guangdong,2009,-2.299999999999997,0.5734958874797087,-2.064290078009879,1.7051150083576365
Guangdong,2010,3.0999999999999943,3.7766331648632274,1.8856058533092146,2.2072040608950205
Guangdong,2011,5.299999999999997,4.782271837234802,3.233616528480018,1.0960530507228783
Guangxi,1992,5.900000000000006,11.893972942964012,-5.700847036523074,-15.378192606646806
Guangxi,1993,22.0,12.591876470511124,-3.912842253851234,-13.282664148531534
Guangxi,1994,26.0,12.646344335794835,-7.287096982248274,-2.791731972645562
Guangxi,1995,18.400000000000006,9.476316329285424,-3.9725523657621284,2.5838867461755695
Guangxi,1996,6.5,7.381339017151305,-3.40641415976959,4.181884667779184
Guangxi,1997,0.7999999999999972,4.803900074407609,-2.6765028147600654,3.9219901274670903
Guangxi,1998,-3.0,3.9130178350302174,-1.8287113245325535,4.849123752481235
Guangxi,1999,-2.299999999999997,-0.3961896699762235,-0.5576399280636883,2.532105626396536
Guangxi,2000,-0.2999999999999972,-5.094634992857081,-0.7982363868641923,-1.0039068261965092
Guangxi,2001,0.5999999999999943,-7.7062945328833345,-0.0015419420432736084,-0.746020239899313
Guangxi,2002,-0.9000000000000057,-8.614981470943292,0.19863007519902628,-0.0715713907115227
Guangxi,2003,1.0999999999999943,-10.929474416174829,-0.06534009599000405,-2.1806966803082624
Guangxi,2004,4.400000000000006,-8.719689679509429,-1.2495287814581175,0.07010879520714221
Guangxi,2005,2.4000000000000057,-6.976153303256055,0.26335117350064147,1.2483324899116401
Guangxi,2006,1.2999999999999972,-4.1134753702986435,-0.8215568562399496,2.7311852893865467
Guangxi,2007,6.099999999999994,-1.2843271367765254,-1.1759195781853211,3.9970499574239096
Guangxi,2008,7.799999999999998,-1.7393123271528594,-1.3804142722234225,2.7260340490612185
Guangxi,2009,-2.0999999999999943,-3.2814127637502963,-0.8296992161528046,-2.1589997704495807
Guangxi,2010,3.0,4.790233203383792,-1.896466768522482,-1.305468090666389
Guangxi,2011,5.900000000000006,11.210453176009764,-1.9834659392257667,-2.7784080664215565
Guizhou,1992,7.799999999999998,18.558206511260323,1.5712311523162243,5.187854790660922
Guizhou,1993,16.0,17.12374995752664,-0.05437277865349489,2.7212850944165443
Guizhou,1994,22.8,12.0119236633831,2.542030405799535,2.4592986696663983
Guizhou,1995,21.400000000000006,4.636872074220406,8.757772905713534,-0.38734624851664173
Guizhou,1996,9.099999999999994,1.5408949492145467,4.10954860919536,-0.8534347397126734
Guizhou,1997,3.4000000000000057,1.220480187140737,2.0544872342091907,0.7326809743866699
Guizhou,1998,0.09999999999999433,-1.2144792965295608,1.5506791974142724,-1.1445950994298841
Guizhou,1999,-0.7999999999999972,-1.2232839309842376,0.6062170181844627,0.35744422233112644
Guizhou,2000,-0.5,-1.8947949037760312,-0.8991331234097176,0.9999696075044879
Guizhou,2001,1.7999999999999972,-5.421419675870396,1.9927582012347271,-1.5230656196605226
Guizhou,2002,-1.0,-7.175419376700603,-0.4378821452456852,-2.7120317989189395
Guizhou,2003,1.2000000000000028,-7.276682640271886,0.66311804218249,-2.4197998868147423
Guizhou,2004,4.0,-7.80168019058236,1.0832672935733174,-3.273743043599942
Guizhou,2005,1.0,-5.341418286908407,-0.35129462415891904,-0.9451583456120889
Guizhou,2006,1.7000000000000028,-5.901285089806521,0.6190929192113095,-2.401030590038263
Guizhou,2007,6.400000000000006,-5.5308258909726655,2.6776992038906307,-3.3779552689780443
Guizhou,2008,7.599999999999994,-5.039363841171267,2.506822120025493,-3.2722070611714176
Guizhou,2009,-1.2999999999999972,0.6652640509680481,-0.3246976108311483,2.270965607920593
Guizhou,2010,2.9000000000000057,4.213850303830043,0.2583691081972125,0.7764105575937892
Guizhou,2011,5.099999999999994,12.034156276377587,0.7720133352987282,4.6325682181522865
Hainan,1992,8.700000000000003,11.638088816821805,-6.194574749956222,-29.90738554305811
Hainan,1993,23.3,19.24234696414216,-9.812158279728852,-14.676291360159018
Hainan,1994,26.700000000000006,12.568087569761847,-17.318253402925137,-9.49605490429876
Hainan,1995,13.5,1.8370673343447947,-18.245900223842188,-13.605023586133445
Hainan,1996,4.299999999999997,-2.035929006513854,-9.417933475400853,-10.602988300682453
Hainan,1997,0.7999999999999972,-4.637386749601447,-3.778418949179779,-10.087594543394905
Hainan,1998,-2.700000000000003,-2.7324649167327517,-0.7682024202648194,-3.907933126765516
Hainan,1999,-1.7000000000000028,-2.276888241643576,1.0568998194874177,1.4786001766380485
Hainan,2000,1.0999999999999943,-2.878649788315641,0.7826464689142024,3.352857587371981
Hainan,2001,-1.5,-2.0586665320067965,-2.4599390047067398,7.995014622211213
Hainan,2002,-0.5,-1.8111950393344076,0.7692921780614844,9.54390308982486
Hainan,2003,0.09999999999999433,-2.3797309015753427,-1.3420966746961067,8.305328665337083
Hainan,2004,4.400000000000006,-4.030742940902768,-0.600628266041694,5.587391432757406
Hainan,2005,1.5,-6.737538351936891,-0.9176571052746351,0.4160217852274042
Hainan,2006,1.5,-6.333756281641443,-0.5413863459577197,-0.8236260373663421
Hainan,2007,5.099999999999994,-5.33558139756704,-1.7900071092913883,-2.162316518960148
Hainan,2008,6.900000000000006,-5.0049301747003065,-1.5866208384593032,-2.804451091206149
Hainan,2009,-0.7000000000000028,-2.4311714389251904,1.3554823470474475,-1.1215059802563214
Hainan,2010,4.799999999999997,5.520075000384112,0.6537438346878812,-0.31446545568223566
Hainan,2011,6.099999999999994,11.649268630901474,-1.325784423283603,-1.3893315008001925
Hebei,1992,6.099999999999994,19.995972857348818,0.3298059048707428,4.564478760571313
Hebei,1993,13.799999999999995,17.288359571723035,1.4409626682015702,1.6605995833510063
Hebei,1994,22.599999999999994,6.644445210044452,2.5080705376806542,-2.450574722347413
Hebei,1995,15.200000000000005,5.523702495558653,1.6909625128219736,-0.7243408177840175
Hebei,1996,7.099999999999994,5.480548015492432,0.684213577932318,0.98086105799641
Hebei,1997,3.5,3.6365134647710136,1.2822250827041604,1.0400184120751486
Hebei,1998,-1.5999999999999943,0.8926738423557197,-1.1590860060108727,0.07535730868406851
Hebei,1999,-1.9000000000000057,-2.940094443435157,-1.0641316423166607,-2.0128461032397778
Hebei,2000,-0.2999999999999972,-3.3612680471322847,-0.22984328638785662,-1.9959327707104766
Hebei,2001,0.5,-6.737750692002408,0.19756349543662466,-3.8825023052219025
Hebei,2002,-1.0,-9.005918114474156,-0.8117978199198002,-5.292312127784454
Hebei,2003,2.200000000000003,-9.38042735960424,1.642650716362336,-5.761237109860893
Hebei,2004,4.299999999999997,-5.718183483418244,2.7088515778191815,-2.5272590859139723
Hebei,2005,1.7999999999999972,-2.005616640380083,1.0742139511223865,0.3404381414000146
Hebei,2006,1.7000000000000028,-1.9224607797413429,1.1235529518146619,-0.08102548661363647
Hebei,2007,4.700000000000003,0.06013300352998385,2.9286629775851347,1.2382257248232214
Hebei,2008,6.200000000000002,0.4381100438509691,4.2956282537194035,0.83763098221857
Hebei,2009,-0.7000000000000028,-2.1554529055831324,-0.601811829958742,-1.8881499882518629
Hebei,2010,3.0999999999999943,2.6956742636232316,2.2481615647421855,1.4945800810683165
Hebei,2011,5.700000000000002,7.5134651821513225,4.523663873042899,5.537078048522375
Heilongjiang,1992,9.200000000000003,10.090337247169385,-5.099457484278266,-25.25365869216351
Heilongjiang,1993,14.799999999999995,7.071744252210437,-13.243067328260313,-21.168331681415918
Heilongjiang,1994,21.90000000000001,6.281966421502986,-21.281112467585583,-12.733768891702669
Heilongjiang,1995,16.099999999999994,3.3815278755660074,-16.64237586199316,-8.80414683828943
Heilongjiang,1996,7.099999999999994,5.047625033104282,-9.597386606602022,-4.449712008421436
Heilongjiang,1997,4.400000000000006,3.740850263781724,-1.311959204590381,-3.0540736048307506
Heilongjiang,1998,0.4000000000000057,-1.5227534801554867,1.6938731831636482,-5.343681571744524
Heilongjiang,1999,-3.200000000000003,-3.843501535688716,-0.6405121732223439,-1.9084011032942139
Heilongjiang,2000,-1.7000000000000028,-1.8553063555479383,-1.543405326797997,2.222174089674247
Heilongjiang,2001,0.7999999999999972,-4.67775221372068,-0.6261442335453823,4.921262250977888
Heilongjiang,2002,-0.7000000000000028,-6.502890515109755,0.05604127749660874,6.959818683700328
Heilongjiang,2003,0.9000000000000057,-6.324401901117014,-1.5718598141543179,8.35308362510888
Heilongjiang,2004,3.799999999999997,-4.296151319981959,-2.966715658286827,8.410072577331949
Heilongjiang,2005,1.2000000000000028,-0.5389642518281761,-1.936526813736001,9.589684671466841
Heilongjiang,2006,1.9000000000000057,-0.21748912720715907,-0.514107411726008,7.3974293248219825
Heilongjiang,2007,5.200000000000003,-1.5078700337057709,-2.1871761254512467,3.543862723213178
Heilongjiang,2008,5.599999999999994,0.3737598723293303,-2.4220975193639966,2.9045641888914293
Heilongjiang,2009,0.20000000000000284,-4.88393196987694,0.45929372091697285,-3.081500271381227
Heilongjiang,2010,3.9000000000000057,2.0358166691417665,0.31968009475892883,-3.280193357621724
Heilongjiang,2011,5.799999999999998,8.576860311078718,0.018455242574932244,-2.119226986812934
Henan,1992,5.400000000000006,18.757190281226823,-0.6337191874688343,1.7390886994557522
Henan,1993,10.400000000000006,18.34853674259745,-1.345684014137632,2.853173170246262
Henan,1994,25.200000000000006,9.42471879673296,5.74476083916789,-1.7079464077898205
Henan,1995,16.5,11.323379038887609,0.9736170279969297,2.818678983424744
Henan,1996,10.5,8.622076637740221,2.7215375301513074,0.5393860615233993
Henan,1997,3.5,3.8087993154532005,0.5903156092123502,-1.3438722314401395
Henan,1998,-2.5,0.9816381049538164,-2.060562094742848,-1.54191927338059
Henan,1999,-3.0999999999999943,-3.0113869553509858,-2.231075394732448,-2.261747917711813
Henan,2000,-0.7999999999999972,-3.3090296910832815,-1.0372845316068882,-0.9654796548671812
Henan,2001,0.7000000000000028,-7.380823136745889,0.3286898189722125,-2.059242066058368
Henan,2002,0.09999999999999433,-11.360410160882056,0.4565414552046756,-3.700235685218928
Henan,2003,1.5999999999999943,-12.954203027142114,0.1534075299564969,-4.668535584078402
Henan,2004,5.400000000000006,-9.762347639905073,2.118328131891112,-2.6916818557547715
Henan,2005,2.0999999999999943,-3.750670504669003,0.5342152458141333,1.4681345137093345
Henan,2006,1.2999999999999972,-1.8799703605180296,0.05498382803894994,2.4372781814235935
Henan,2007,5.400000000000006,0.6445185559781805,1.6752296671233222,3.532176760922911
Henan,2008,7.0,3.4618692713295616,2.995528625447765,4.962247323067669
Henan,2009,-0.5999999999999943,-0.40238305685103626,-0.420970135917433,-0.08559309111049702
Henan,2010,3.5,3.9348784733835633,1.7377299205361387,1.0507626927704425
Henan,2011,5.599999999999994,5.359761402511894,2.930247952112754,0.4065089900339541
Hubei,1992,9.599999999999994,21.4152220221725,5.741916148437017,12.409244488985578
Hubei,1993,18.400000000000006,14.181158197365944,11.868544708149653,6.836349429858304
Hubei,1994,25.3,7.464139488310707,14.677453771568885,2.3072913085027436
Hubei,1995,20.0,2.2962403413475267,12.105245518605965,-1.4817085882959575
Hubei,1996,9.400000000000006,1.945151714224579,5.323616266421922,-1.232017648939574
Hubei,1997,3.200000000000003,3.4729628520773166,1.5711592900313212,1.5062286174210788
Hubei,1998,-1.5999999999999943,4.529077597031588,-1.367109623835595,4.192512403537202
Hubei,1999,-2.200000000000003,0.4234509247825145,-1.3051880079798948,1.608489099306191
Hubei,2000,-1.0,0.1931353586456908,-0.8894057688795857,1.7311534004088915
Hubei,2001,0.2999999999999972,-2.3183287675819315,-0.058173256514790994,0.7542557161297259
Hubei,2002,-0.4000000000000057,-5.473227325219781,-0.1605792392658316,-1.7250464465967432
Hubei,2003,2.200000000000003,-7.735617920742585,1.700609944755781,-4.21258591080805
Hubei,2004,4.900000000000006,-8.307981946270843,3.30407865794425,-5.33205068055517
Hubei,2005,2.9000000000000057,-9.298729820707848,2.2091377003900354,-7.380234798822075
Hubei,2006,1.5999999999999943,-8.615085077338463,0.893000393546487,-7.128320428946951
Hubei,2007,4.799999999999997,-6.2250762510042525,2.532662294855743,-5.164706959635206
Hubei,2008,6.299999999999998,-3.8685704410009407,3.7503683203459115,-3.494517678998775
Hubei,2009,-0.4000000000000057,-1.2850889838870927,-0.30115876400342584,-0.47157441592335203
Hubei,2010,2.9000000000000057,6.497880144685283,1.521623000275615,5.032774163099147
Hubei,2011,5.799999999999998,12.267542392544955,3.686702499478871,8.790567339275709
Hunan,1992,10.700000000000003,13.96117442283422,7.320203346648838,3.3813566017058614
Hunan,1993,16.799999999999994,11.181897953597968,10.093743051687799,1.4132326392743564
Hunan,1994,25.3,7.1595153849532105,14.444667566067299,0.5258924672845753
Hunan,1995,19.0,6.5288009194574235,10.915603190710412,1.6071294450323665
Hunan,1996,7.700000000000002,8.093249535037144,3.8484519808055184,4.1244292621369905
Hunan,1997,2.799999999999997,8.116104224787165,1.1105649965727082,5.411532085724598
Hunan,1998,0.20000000000000284,4.6885801885729,0.5883794019845454,3.331500299448926
Hunan,1999,0.5,0.5844165300252087,1.1551318610534156,0.9927780337492387
Hunan,2000,1.4000000000000057,-1.0835950074488494,1.3416502161741422,0.3378059448131555
Hunan,2001,-0.9000000000000057,-3.521512420147701,-1.2145030822994114,-0.1316375287913058
Hunan,2002,-0.5,-6.556565609003228,-0.36556878348433897,-1.7316576735483031
Hunan,2003,2.4000000000000057,-9.422872269405332,1.659230990260114,-4.344820386702477
Hunan,2004,5.099999999999994,-8.101710659325718,3.359261560709674,-3.2934217334830374
Hunan,2005,2.299999999999997,-8.833913571736389,1.329593830644902,-5.16730277396413
Hunan,2006,1.4000000000000057,-8.024646252560828,0.664013050616039,-5.0501672896437375
Hunan,2007,5.599999999999994,-6.54227722973549,3.09037573879922,-4.493332212455426
Hunan,2008,6.0,-5.133171432234988,2.2792717065330614,-3.8066559680959915
Hunan,2009,-0.4000000000000057,-1.390383471493223,-0.2789634598800388,-1.796181264943138
Hunan,2010,3.0999999999999943,6.811919126487992,1.930676774924559,4.820983613716719
Hunan,2011,5.5,12.776572114400947,3.62402027205954,9.429145638095328
InnerMongolia,1992,7.400000000000006,38.99781107354539,1.4226588143853447,24.96017587168113
InnerMongolia,1993,14.099999999999996,37.10770893960151,2.249871854004536,24.02993804417661
InnerMongolia,1994,22.90000000000001,28.635105755499726,3.896548142478479,21.216562249375606
InnerMongolia,1995,17.5,20.815805622006067,4.150353547798719,15.031413590947757
InnerMongolia,1996,7.599999999999994,19.48263564531605,0.4125873777765103,14.5782716414182
InnerMongolia,1997,4.5,13.81034006237482,1.8455337767794397,10.705494494802009
InnerMongolia,1998,-0.7000000000000028,9.239916073006953,0.12214046749587476,7.927232276354949
InnerMongolia,1999,-0.20000000000000284,2.5494040723730222,1.3530425621517448,4.316448511475208
InnerMongolia,2000,1.2999999999999972,-4.540336031606344,1.3578263916434081,-2.0031398186238607
InnerMongolia,2001,0.5999999999999943,-11.763521657916884,0.048963885628119014,-6.011576718585728
InnerMongolia,2002,0.20000000000000284,-17.355113962396384,0.6499606887789751,-8.054992619634712
InnerMongolia,2003,2.200000000000003,-17.773183962267648,0.23517117919282327,-6.375518525691599
InnerMongolia,2004,2.9000000000000057,-15.764406723596508,-2.600542790111008,-5.716903060043588
InnerMongolia,2005,2.4000000000000057,-12.235467929704823,-0.038128403201634326,-4.415405471420673
InnerMongolia,2006,1.5,-9.673742980225512,-0.5364353195361397,-2.7363774472795424
InnerMongolia,2007,4.599999999999994,-7.670552410804233,-2.800696420294348,-3.1424207201844903
InnerMongolia,2008,5.700000000000002,-4.219415002465851,-6.27364212256199,-0.28542952658615856
InnerMongolia,2009,-0.2999999999999972,4.944360773319716,0.17495778887084537,6.786547819122967
InnerMongolia,2010,3.200000000000003,7.65382154808421,-3.0049167933162066,-1.6953037202881138
InnerMongolia,2011,5.599999999999994,11.469926380362153,-5.170482904494947,-6.900918874917328
Jiangsu,1992,6.599999999999994,18.731599806008404,1.1033494144193858,5.064847991645422
Jiangsu,1993,18.200000000000006,21.037097655325425,7.706318294077046,9.591700251500962
Jiangsu,1994,23.200000000000006,16.301477368420166,7.101070295223873,9.480320977862478
Jiangsu,1995,15.799999999999995,12.93961242661237,4.072452120947337,8.738400917379732
Jiangsu,1996,9.299999999999997,7.126119998940637,3.5188452282414455,3.720806718562648
Jiangsu,1997,1.7000000000000028,4.42147253856011,-0.44744483021903203,2.480861396584443
Jiangsu,1998,-0.5999999999999943,0.6232641107623493,-0.12820462232262794,0.19027617984687478
Jiangsu,1999,-1.2999999999999972,-3.5954945961796914,-0.21681955507182588,-2.2543385535096023
Jiangsu,2000,0.09999999999999433,-5.880584604982147,-0.09904917844598018,-3.723043631730012
Jiangsu,2001,0.7999999999999972,-9.682322067782877,0.03614310369945746,-4.922814290839103
Jiangsu,2002,-0.7999999999999972,-10.994646040977573,-0.40470803103900205,-5.19269852607741
Jiangsu,2003,1.0,-10.044884165173812,0.20235297823185075,-4.295827103171802
Jiangsu,2004,4.099999999999993,-9.254859609594972,1.4315206778662477,-4.431590758289145
Jiangsu,2005,2.0999999999999943,-3.7315332692741943,0.80937044910186,0.477677219576851
Jiangsu,2006,1.5999999999999943,-2.690669307717968,0.38943858664318665,0.47376500216720824
Jiangsu,2007,4.299999999999997,-1.2463462329680937,-0.0472582016194229,0.6214961485978268
Jiangsu,2008,5.400000000000006,-0.5573682381406401,0.2101856203460308,0.6504212998578133
Jiangsu,2009,-0.4000000000000057,-0.2232102465286516,-0.21791587060452453,1.3864595226425593
Jiangsu,2010,3.799999999999997,4.694277586013513,0.990925745472922,1.2984160638498674
Jiangsu,2011,5.299999999999997,7.653888653654691,1.1753011412429168,0.6556280438965444
Jiangxi,1992,5.700000000000002,21.989619045808784,-2.9687136262094653,0.4692827013645792
Jiangxi,1993,14.599999999999996,19.467694243976027,-0.020194641542366828,2.716224079933983
Jiangxi,1994,26.90000000000001,10.920546832682602,3.2988506852394326,-0.6158897535553893
Jiangxi,1995,16.900000000000006,5.7480407664765085,-0.676934551171605,-2.4573657580022092
Jiangxi,1996,8.400000000000006,6.353240515318532,-0.5313171762402545,0.7321045857602683
Jiangxi,1997,2.0,7.220862311414635,-1.5532801720198033,3.9864268413888397
Jiangxi,1998,1.0,2.1745419117343796,1.5144240861636276,1.8681230811921516
Jiangxi,1999,-1.4000000000000057,-0.2804489474250857,0.09675281093211371,2.5700490888044585
Jiangxi,2000,0.2999999999999972,-4.766161988054193,0.3012666292345296,-1.102245548583452
Jiangxi,2001,-0.5,-8.482629791936617,-1.5996132492460713,-1.270627786257268
Jiangxi,2002,0.09999999999999433,-9.857085523318233,0.6923032062754009,-1.3712094113164455
Jiangxi,2003,0.7999999999999972,-10.620539697885716,-0.6410124318994442,-1.3143535155650137
Jiangxi,2004,3.5,-7.316032475272549,-0.22128800969712473,-0.5305551413020024
Jiangxi,2005,1.7000000000000028,-6.6018631327589645,0.1397016857470726,-2.103076618955852
Jiangxi,2006,1.2000000000000028,-3.8511656644368912,-0.3908394638656432,-0.3813248254757756
Jiangxi,2007,4.799999999999997,-2.6514538726073766,-0.5012591027728543,-0.43596607459369935
Jiangxi,2008,6.0,-1.9845274963666384,-1.249293871995299,-0.38449054600574667
Jiangxi,2009,-0.7000000000000028,-2.9990413895477563,-0.4603717432627256,-0.572646290154307
Jiangxi,2010,3.0,4.903102422092361,-0.9360399004939861,0.622598773564134
Jiangxi,2011,5.200000000000003,11.206841113164783,-0.5857933215298807,1.7176633741603078
Jilin,1992,8.0,17.216707070561355,-1.8975978003701983,-11.429129493056237
