Year;Province;Pop;UnempRate;GDP;CPI;RailToBeijing;RailToTianjin;RailToHebei;RailToShanxi;RailToInnerMongolia;RailToLiaoning;RailToJilin;RailToHeilongjiang;RailToShanghai;RailToJiangsu;RailToZhejiang;RailToAnhui;RailToFujian;RailToJiangxi;RailToShandong;RailToHenan;RailToHubei;RailToHunan;RailToGuangdong;RailToGuangxi;RailToHainan;RailToChongqing;RailToSichuan;RailToGuizhou;RailToYunnan;RailToTibet;RailToShaanxi;RailToGansu;RailToQinghai;RailToNingxia;RailToXinjiang;Rail_Total
1996;Jiangxi;41.05;2.3;1409.7;108.4;5;3;21;5;2;9;5;9;59;92;461;54;228;1353;33;20;40;99;119;46;0;0;27;13;19;0;7;2;1;0;4;2736
1996;Shandong;87.38;3.5;5883.8;109.6;375;94;383;361;127;183;114;191;310;751;438;427;80;124;4792;268;90;97;123;44;0;0;71;14;23;0;73;63;17;16;44;9693
1996;Henan;91.72;2.5;3634.7;110.5;84;81;101;128;38;102;53;51;109;981;155;405;48;291;341;2300;2793;538;457;299;0;0;182;29;37;0;126;52;27;11;29;9848
1996;Hubei;58.25;3.5;2499.8;109.4;33;27;149;108;18;45;22;49;23;79;57;51;82;93;148;368;1350;182;264;114;0;0;258;70;88;0;63;15;6;2;16;3780
1996;Hunan;64.28;3.9;2540.1;107.7;19;26;64;24;8;40;15;23;35;52;96;29;67;112;42;114;200;1905;1316;398;0;0;113;55;58;0;34;16;2;5;11;4879
1996;Guangdong;75.70;2.5;6835.0;107.0;166;70;163;70;30;173;62;115;102;114;144;34;12;64;149;214;249;540;1282;295;0;0;375;194;343;0;122;36;8;9;49;5184
1996;Guangxi;45.89;3.7;1697.9;106.5;18;23;75;24;5;34;8;17;51;68;85;48;25;48;40;96;65;172;355;1020;0;0;195;88;74;0;15;5;2;1;5;2662
1996;Hainan;7.34;4.3;389.7;104.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253;0;0;0;0;0;0;0;0;0;0;253
1996;Chongqing;30.23;;1315.1;109.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1996;Sichuan;82.15;3.7;2871.7;109.3;42;72;76;49;14;57;16;35;55;150;60;38;22;25;78;137;443;68;206;189;0;0;4706;195;253;0;163;102;25;15;49;7340
1996;Guizhou;35.55;6.2;723.2;109.1;5;25;40;15;3;23;2;2;18;58;35;10;21;22;21;27;52;118;312;376;0;0;337;1084;151;0;7;2;1;1;3;2771
1996;Yunnan;40.42;2.9;1517.7;108.7;10;19;54;26;8;18;10;11;29;35;65;13;24;54;33;64;25;42;150;149;0;0;199;59;1260;0;68;30;5;2;20;2482
1996;Tibet;2.44;;65.0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1996;Shaanxi;35.43;5.2;1215.8;109.7;9;26;25;45;7;11;3;9;49;605;63;64;17;95;24;114;319;74;71;28;0;0;167;10;26;0;1379;68;16;4;36;3364
1996;Gansu;24.67;5.5;722.5;110.2;9;60;35;23;30;27;5;10;24;131;62;12;20;6;26;86;32;22;59;11;0;0;224;10;34;0;192;1360;147;69;53;2779
1996;Qinghai;4.88;7.2;184.2;110.8;2;16;8;15;3;10;1;2;5;22;10;5;5;3;13;36;10;11;9;11;0;0;29;2;5;0;41;116;155;3;4;552
1996;Ningxia;5.21;5.2;202.9;106.8;36;58;42;7;47;106;7;5;5;14;5;4;5;1;19;6;28;3;11;2;0;0;16;1;4;0;109;497;50;479;19;1586
1996;Xinjiang;16.89;3.4;900.9;110.5;15;43;57;23;19;16;4;8;18;42;32;8;5;5;37;233;10;8;43;3;0;0;126;3;28;0;82;779;22;12;742;2423
1997;Beijing;12.40;0.7;2075.6;105.3;905;429;486;105;32;96;27;39;44;78;34;17;16;13;95;96;36;29;105;22;0;0;82;7;17;0;35;13;4;7;13;2882
1997;Tianjin;9.00;1.3;1264.6;103.1;229;306;348;110;66;76;40;78;22;46;19;11;17;15;43;94;21;16;56;10;0;0;35;4;13;0;39;22;10;11;42;1799
1997;Hebei;65.25;2.0;3953.8;103.5;1580;1272;4685;359;280;549;118;176;135;297;156;46;55;41;471;283;195;119;234;121;0;0;116;12;25;0;48;33;14;23;27;11470
1997;Shanxi;31.41;2.4;1476.0;103.1;1709;3156;8885;2356;302;1553;150;71;211;1741;322;385;112;118;2889;919;877;242;172;147;0;0;92;3;8;0;105;52;24;15;12;26628
1997;InnerMongolia;23.26;3.8;1153.5;104.5;127;894;1096;176;3148;1049;545;1159;39;131;66;28;23;18;268;114;43;37;54;23;0;0;39;4;5;0;38;57;23;110;10;9324
1997;Liaoning;40.77;3.9;3582.5;103.1;156;347;443;159;410;8402;867;745;63;156;82;46;22;26;209;168;58;55;83;48;0;0;143;10;18;0;39;33;16;12;20;12836
1997;Jilin;26.00;2.1;1464.3;103.7;115;125;272;65;139;1508;2611;548;71;90;67;22;21;20;196;88;24;25;88;40;0;0;113;12;17;0;23;8;3;3;9;6323
1997;Heilongjiang;37.51;2.6;2667.5;104.4;216;233;544;133;202;2914;2052;6701;58;148;54;31;25;25;353;148;44;41;76;21;0;0;93;8;7;0;45;25;1;12;9;14219
1997;Shanghai;13.05;2.7;3438.8;102.8;43;27;39;21;8;43;36;36;98;72;132;70;51;76;62;51;40;40;50;29;0;0;74;16;32;0;58;15;4;8;19;1250
1997;Jiangsu;71.48;2.5;6680.3;101.7;38;36;91;55;23;100;51;75;411;1470;272;346;85;50;178;222;34;53;132;42;0;0;95;18;45;0;64;44;19;8;74;4131
1997;Zhejiang;44.22;3.4;4686.1;102.8;19;13;28;13;9;50;22;39;190;30;649;38;76;143;48;24;18;92;47;20;0;0;47;14;24;0;17;14;4;4;27;1719
1997;Anhui;61.09;3.2;2347.4;101.3;16;14;39;21;11;43;29;28;226;1101;335;2541;206;80;90;41;12;22;54;18;0;0;24;7;13;0;18;11;4;2;18;5024
1997;Fujian;32.82;2.4;2870.9;101.7;40;17;41;25;12;48;25;46;61;98;257;46;1152;94;54;51;59;98;15;8;0;0;27;8;22;0;29;12;5;5;17;2372
1997;Jiangxi;41.50;3.0;1605.8;102.0;5;3;19;5;2;11;4;10;59;81;409;39;242;1200;31;24;42;117;163;40;0;0;33;24;20;0;9;3;1;0;3;2599
1997;Shandong;87.85;3.4;6537.1;102.8;272;98;441;382;133;200;131;225;245;711;381;377;99;138;4994;267;106;96;146;50;0;0;85;14;23;0;72;46;17;14;40;9803
1997;Henan;92.43;2.3;4041.1;103.5;70;65;112;142;39;146;53;52;126;857;179;334;73;306;416;2268;2291;470;463;249;0;0;228;38;38;0;114;61;31;10;33;9264
1997;Hubei;58.73;3.5;2856.5;103.2;32;30;141;96;15;47;20;46;27;83;53;55;87;107;164;366;1383;211;282;119;0;0;294;75;97;0;53;17;5;2;14;3921
1997;Hunan;64.65;3.6;2849.3;102.8;16;19;66;23;9;44;18;35;57;64;122;22;98;136;42;98;181;1633;1197;366;0;0;120;59;61;0;29;16;2;5;13;4551
1997;Guangdong;77.80;2.7;7774.5;101.9;170;64;146;72;34;160;58;116;118;121;155;33;12;82;147;232;266;608;1190;288;0;0;353;220;393;0;122;40;10;15;59;5284
1997;Guangxi;46.33;4.2;1817.3;100.8;21;19;71;24;6;39;10;20;44;64;75;47;29;42;40;95;67;150;338;934;0;0;267;144;105;0;16;7;1;1;5;2681
1997;Hainan;7.43;4.3;411.2;100.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;0;0;0;0;0;0;0;0;0;0;283
1997;Chongqing;30.43;2.9;1509.8;103.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1997;Sichuan;82.65;3.9;3241.5;105.1;42;63;75;48;13;54;16;33;66;138;64;40;23;20;78;128;440;75;212;177;0;0;4513;187;303;0;197;74;20;20;46;7165
1997;Guizhou;36.06;6.5;805.8;103.4;5;23;35;17;4;24;2;2;20;54;34;11;22;25;37;30;45;130;338;452;0;0;331;970;115;0;5;2;1;1;6;2741
1997;Yunnan;40.94;2.8;1676.2;104.3;11;23;63;23;8;18;7;11;26;32;59;11;20;39;36;70;21;41;147;145;0;0;231;54;1304;0;65;29;4;2;16;2516
1997;Tibet;2.48;;77.2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1997;Shaanxi;35.70;6.4;1363.6;104.8;9;26;33;49;6;14;3;9;54;577;85;63;15;91;22;142;239;82;98;36;0;0;199;11;21;0;1384;73;14;6;27;3388
1997;Gansu;24.94;5.2;793.6;102.9;10;60;31;34;32;38;5;8;24;105;48;12;24;6;26;102;36;22;66;11;0;0;228;8;23;0;199;1437;148;61;55;2859
1997;Qinghai;4.96;7.4;202.8;104.8;3;18;8;15;4;0.9;2;2;6;27;8;7;6;3;13;32;10;11;16;9;0;0;30;1;3;0;36;133;167;2;4;576.9
1997;Ningxia;5.29;4.8;224.6;103.8;37;87;38;5;35;83;2;3;4;12;5;2;4;2;18;5;28;6;16;4;0;0;31;1;3;0;115;522;53;459;15;1595
1997;Xinjiang;17.18;3.7;1039.9;103.7;15;58;72;30;29;16;4;6;19;54;32;7;9;8;49;254;21;12;58;9;0;0;132;4;22;0;74;801;16;15;842;2668
1998;Beijing;12.46;0.7;2376.0;102.4;798;433;418;98;33;114;23;30;23;55;37;15;9;14;99;81;32;28;51;14;0;12;53;7;14;0;34;14;4;7;13;2563
1998;Tianjin;9.05;1.4;1374.6;99.5;256;317;310;124;74;73;35;65;17;39;15;9;9;23;36;76;23;15;46;6;0;11;29;4;13;0;32;21;12;13;51;1754
1998;Hebei;65.69;2.3;4256.0;98.4;1620;963;4462;310;229;508;122;209;131;250;128;50;48;48;383;344;164;116;205;106;0;56;90;19;29;0;52;40;14;20;32;10748
1998;Shanxi;31.72;2.2;1611.1;98.6;1447;3009;8267;2151;237;1244;110;51;174;1856;338;399;112;147;2646;771;891;274;189;135;0;7;86;6;8;0;109;57;38;14;13;24786
1998;InnerMongolia;23.45;3.1;1262.5;99.3;230;704;920;164;2884;916;452;1062;49;126;71;30;22;16;271;102;39;35;50;28;0;7;37;6;4;0;46;70;27;111;13;8492
1998;Liaoning;40.90;3.4;3881.7;99.3;172;341;460;135;440;7979;762;757;52;119;62;48;18;21;199;133;52;36;59;26;0;31;76;11;13;0;30;25;13;12;18;12100
1998;Jilin;26.03;3.1;1577.1;99.2;99;99;197;47;111;1305;2375;558;79;78;84;28;31;28;177;66;22;22;77;30;0;12;50;4;12;0;12;8;2;3;9;5625
1998;Heilongjiang;37.73;2.4;2774.4;100.4;168;212;436;83;181;2234;1647;6020;56;148;57;33;33;15;336;122;27;30;58;25;0;11;48;12;9;0;43;16;3;14;7;12084
1998;Shanghai;13.07;2.8;3801.1;100.0;50;29;34;17;8;39;29;33;93;56;97;68;41;82;57;49;37;48;45;25;0;18;64;14;30;0;45;16;5;6;18;1153
1998;Jiangsu;71.82;2.6;7200.0;99.4;28;38;57;37;24;66;42;61;344;1297;247;351;95;67;168;240;51;40;156;36;0;21;76;21;50;0;59;45;20;7;49;3793
1998;Zhejiang;44.47;3.2;5052.6;99.7;17;13;27;0.12;9;45;22;36;158;27;629;46;53;180;46;27;19;120;47;23;0;19;37;15;31;0;18;12;4;4;27;1711.12
1998;Anhui;61.52;3.2;2542.9;100.0;10;7;18;15;9;23;16;17;217;1204;410;2473;208;99;78;55;15;20;88;17;0;4;16;6;10;0;14;8;2;1;10;5070
1998;Fujian;32.99;2.1;3159.9;99.7;34;15;36;21;9;37;17;37;53;89;237;48;1139;111;43;53;65;104;15;8;0;15;26;12;31;0;33;12;4;4;18;2326
1998;Jiangxi;41.91;2.5;1719.9;101.0;4;4;18;5;2;10;4;8;70;69;385;37;244;1231;30;25;46;159;202;46;0;11;18;22;13;0;8;4;0;0;3;2678
1998;Shandong;88.38;3.3;7021.4;99.4;164;88;418;334;109;215;115;217;201;857;505;409;116;118;4858;248;108;82;163;50;0;23;70;18;23;0;58;47;19;16;39;9688
1998;Henan;93.15;2.6;4308.2;97.5;47;48;115;156;32;80;47;45;127;792;196;257;118;315;342;2179;2101;500;532;259;0;49;147;36;37;0;131;59;32;10;39;8828
1998;Hubei;59.07;3.3;3114.0;98.4;30;26;157;85;13;38;17;41;32;86;54;65;100;143;185;368;1425;232;368;129;0;78;164;68;50;0;55;14;3;3;12;4041
1998;Hunan;65.02;3.9;3025.5;100.2;16;15;61;18;8;37;14;26;49;53;100;23;113;163;44;102;192;1582;1254;289;0;43;56;62;38;0;26;14;3;5;13;4419
1998;Guangdong;79.90;2.3;8530.9;98.2;127;46;103;52;23;119;44;90;108;108;132;26;11;137;106;176;301;616;1123;313;0;87;238;203;354;0;106;39;10;11;49;4858
1998;Guangxi;46.75;3.2;1911.3;97.0;22;13;67;25;6;30;8;14;38;62;91;44;32;45;37;105;80;177;305;891;0;52;160;161;152;0;16;8;1;2;5;2649
1998;Hainan;7.53;3.3;442.1;97.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;0;0;0;0;0;0;286
1998;Chongqing;30.60;3.5;1602.4;96.4;6;6;17;5;1;11;3;5;7;15;13;7;5;6;18;20;67;18;60;108;0;649;353;77;23;0;16;5;2;1;7;1531
1998;Sichuan;83.16;3.7;3474.1;99.6;35;42;64;38;11;36;15;27;49;112;54;37;21;25;74;104;277;69;144;143;0;310;2994;106;255;0;196;71;21;17;42;5389
1998;Guizhou;36.58;3.8;858.4;100.1;6;16;49;29;4;19;2;3;22;65;37;14;31;33;54;33;29;157;311;743;0;138;231;934;71;0;3;5;0;1;3;3043
1998;Yunnan;41.44;2.2;1831.3;101.7;11;19;76;30;8;16;7;10;22;39;59;12;18;43;64;85;21;33;161;206;0;56;163;76;1260;0;70;50;4;4;19;2642
1998;Tibet;2.52;;91.5;100.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1998;Shaanxi;35.96;3.1;1458.4;98.4;9;22;28;45;6;12;4;10;60;437;91;62;17;72;18;131;233;87;102;53;0;33;241;13;33;0;1219;68;17;7;27;3157
1998;Gansu;25.19;3.3;887.7;99.0;10;52;30;34;35;31;5;8;22;78;35;15;15;7;27;109;52;21;58;12;0;30;258;13;35;0;207;1387;142;44;57;2829
1998;Qinghai;5.03;2.5;220.9;100.7;2;16;6;16;5;12;2;2;6;28;8;9;5;3;15;28;10;11;19;8;0;4;30;2;2;0;32;144;160;3;6;594
1998;Ningxia;5.37;4.7;245.4;100.0;36;97;41;4;49;91;5;3;4;11;4;2;3;1;14;9;21;6;13;4;0;3;45;1;5;0;143;505;45;428;22;1615
1998;Xinjiang;17.47;3.9;1107.0;100.2;14;56;75;46;22;16;3;6;15;46;29;6;8;7;50;320;32;12;36;4;0;23;139;7;35;0;71;752;24;11;883;2748
1999;Beijing;12.57;0.6;2677.6;100.6;830;436;468;80;33;124;25;30;21;62;35;21;8;16;96;63;26;23;44;7;0;13;37;7;14;0;32;11;4;5;11;2582
1999;Tianjin;9.10;2.9;1501.0;98.9;244;326;342;114;73;70;43;60;16;36;14;10;9;26;48;53;18;16;33;7;0;10;36;4;12;0;32;28;12;20;43;1755
1999;Hebei;66.14;2.5;4514.2;98.1;1465;857;4395;310;314;464;159;226;117;294;112;61;50;73;437;332;160;107;162;98;0;64;84;23;31;0;47;48;14;18;30;10552
1999;Shanxi;32.04;2.1;1667.1;99.6;1314;2942;9293;2314;206;1114;85;54;200;1890;391;403;106;187;3159;734;968;258;195;94;0;8;101;8;5;0;130;58;39;16;14;26286
1999;InnerMongolia;23.62;3.1;1379.3;99.8;292;689;940;173;2798;994;469;1033;54;141;83;44;19;25;294;98;38;51;58;25;0;8;40;6;6;0;57;96;23;112;15;8681
1999;Liaoning;41.03;3.5;4171.7;98.6;173;322;531;122;463;7822;869;767;48;143;64;60;18;31;210;124;47;46;53;22;0;25;79;10;13;0;35;23;16;11;16;12163
1999;Jilin;26.16;3.3;1682.1;98.0;108;101;249;33;130;1571;2305;530;79;90;105;34;26;43;192;66;20;34;61;34;0;11;50;6;14;0;12;7;3;3;8;5925
1999;Heilongjiang;37.92;2.5;2866.3;96.8;175;208;431;77;182;2357;1869;6046;52;160;59;39;38;26;431;123;33;45;57;36;0;13;59;11;15;0;43;16;3;13;10;12627
1999;Shanghai;13.13;3.4;4188.7;101.5;41;21;25;19;6;34;31;33;82;44;70;65;43;55;41;41;31;39;50;21;0;17;57;14;34;0;37;13;4;5;22;995
1999;Jiangsu;72.13;2.8;7697.8;98.7;30;34;61;41;22;70;47;65;277;1400;250;336;127;61;129;265;49;49;184;35;0;30;92;27;60;0;66;52;27;8;47;3941
1999;Zhejiang;44.67;3.5;5443.9;98.8;18;10;24;11;11;45;23;40;112;23;712;53;52;203;40;23;21;126;53;24;0;24;45;20;37;0;16;13;4;5;28;1816
1999;Anhui;62.05;3.2;2712.3;97.8;14;8;21;15;7;25;14;14;178;1537;533;2426;197;151;78;55;25;28;109;17;0;5;15;6;12;0;21;7;3;1;11;5533
1999;Fujian;33.16;2.2;3414.2;99.1;26;11;29;18;8;32;16;32;45;87;250;41;1231;112;36;59;61;111;18;6;0;16;30;13;33;0;32;14;5;4;16;2392
1999;Jiangxi;42.31;2.6;1853.7;98.6;6;3;16;4;3;14;7;7;64;56;374;45;297;1279;25;15;41;137;220;40;0;11;17;28;15;0;8;4;1;0;4;2741
1999;Shandong;88.83;3.2;7493.8;99.3;194;90;416;270;77;204;145;226;173;972;577;388;106;128;4991;220;105;76;166;50;0;25;74;20;28;0;60;36;11;13;38;9879
1999;Henan;93.87;2.6;4517.9;96.9;66;37;119;177;36;66;45;48;106;786;198;257;119;274;373;2208;2248;513;529;219;0;55;156;43;41;0;205;60;37;10;33;9064
1999;Hubei;59.38;3.3;3229.3;97.8;33;28;136;67;12;31;15;34;25;83;60;71;106;165;157;270;1447;256;365;126;0;58;147;65;56;0;51;14;5;4;16;3903
1999;Hunan;65.32;3.9;3214.5;100.5;14;15;46;16;7;36;18;31;57;46;127;20;119;182;35;80;175;1558;1335;276;0;43;50;90;46;0;22;12;2;5;12;4475
1999;Guangdong;82.18;2.3;9250.7;98.2;70;26;76;42;16;88;37;72;48;58;85;21;8;137;73;131;277;586;1145;317;0;96;195;214;282;0;95;32;10;11;47;4295
1999;Guangxi;47.13;3.3;1971.4;97.7;18;10;55;17;5;40;8;14;32;59;91;38;34;47;36;78;74;178;320;779;0;46;161;224;218;0;13;5;1;1;4;2606
1999;Hainan;7.62;3.2;476.7;98.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348;0;0;0;0;0;0;0;0;0;0;348
1999;Chongqing;30.72;3.5;1663.2;99.3;4;5;15;4;1;8;3;4;6;15;13;8;5;6;19;15;51;16;67;93;0;666;339;106;26;0;14;5;1;1;7;1523
1999;Sichuan;83.59;3.7;3649.1;98.5;29;41;79;33;9;34;15;25;47;108;57;28;26;20;69;103;247;75;160;139;0;298;2951;144;250;0;182;79;20;19;43;5330
1999;Guizhou;37.10;4.0;937.5;99.2;5;19;44;19;3;19;2;3;30;41;41;9;40;36;51;42;19;146;361;907;0;130;179;1048;61;0;3;5;1;2;3;3269
1999;Yunnan;41.92;2.5;1899.8;99.7;10;20;63;47;8;18;9;11;24;40;56;11;17;44;55;83;21;39;215;240;0;55;213;100;1223;0;85;46;4;4;15;2776
1999;Tibet;2.56;;106.0;100.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1999;Shaanxi;36.18;2.6;1592.6;97.8;8;29;34;63;5;15;6;13;52;278;50;79;22;46;35;159;279;79;100;59;0;30;286;17;53;0;1245;82;19;8;26;3177
1999;Gansu;25.43;2.8;956.3;97.6;10;57;38;47;31;24;5;9;23;88;44;17;21;9;33;118;50;26;70;11;0;35;238;16;53;0;224;1417;149;57;51;2971
1999;Qinghai;5.10;2.5;239.4;99.5;2;14;7;18;8;11;2;2;7;31;9;9;6;2;17;31;11;13;19;7;0;7;35;2;3;0;36;155;135;3;6;608
1999;Ningxia;5.43;4.5;264.6;98.7;34;129;38;4;67;81;2;4;5;10;5;3;4;2;12;11;20;6;13;4;0;3;59;1;9;0;163;442;35;439;22;1627
1999;Xinjiang;17.75;3.7;1163.2;97.4;13;93;90;53;27;22;4;5;26;60;31;6;10;10;79;323;66;10;58;4;0;26;158;11;42;0;87;897;31;17;793;3052
2000;Beijing;13.64;0.8;3161.0;103.5;745;477;486;79;46;125;22;31;21;60;28;22;9;15;91;60;25;22;38;7;0;11;32;8;14;0;38;12;5;7;13;2543
2000;Tianjin;9.12;3.2;1701.9;99.6;276;389;432;119;92;62;48;58;19;40;14;14;11;24;50;57;18;15;27;8;0;12;33;6;12;0;36;30;12;22;58;1987
2000;Hebei;66.74;2.8;5044.0;99.7;1492;1563;4657;379;303;486;167;255;122;321;118;65;54;67;447;320;152;105;168;84;0;57;89;25;33;0;64;43;15;16;34;11694
2000;Shanxi;32.48;2.2;1845.7;103.9;1374;3232;10738;2366;211;1181;84;56;206;2039;426;397;110;196;3717;826;955;267;209;105;0;10;102;8;7;0;132;58;37;21;16;29080.5
2000;InnerMongolia;23.72;3.3;1539.1;101.3;327;850;1078;168;2856;972;529;997;67;143;91;39;18;23;371;91;37;47;59;24;0;9;52;7;7;0;54;126;25;117;16;9194
2000;Liaoning;41.35;3.7;4669.1;99.9;188;308;579;135;514;8121;901;741;49;143;61;61;17;25;220;129;46;40;47;21;0;24;76;12;14;0;39;26;14;14;18;12576.5
2000;Jilin;26.27;3.7;1951.5;98.6;102;85;219;30;132;1640;2275;487;65;78;85;32;23;31;162;53;18;24;53;26;0;11;51;6;16;0;13;7;3;3;9;5731.5
2000;Heilongjiang;38.07;3.3;3151.4;98.3;192;212;441;86;221;2584;1869;5888;64;154;59;41;37;25;430;112;33;42;62;34;0;18;71;14;19;0;45;19;5;14;13;12796
2000;Shanghai;13.22;3.5;4771.2;102.5;42;21;26;19;9;40;34;38;95;40;71;62;43;59;41;43;29;40;49;21;0;16;63;14;32;0;40;15;4;6;32;1037.5
2000;Jiangsu;73.27;3.2;8553.7;100.1;34;34;63;56;22;71;50;67;232;1423;271;347;107;69;124;403;61;51;159;34;0;32;113;28;52;0;65;83;34;9;52;4138.5
2000;Zhejiang;45.01;3.5;6141.0;101.0;18;10;22;13;12;43;21;40;132;30;770;49;61;230;40;25;26;121;60;28;0;29;52;22;37;0;18;15;5;5;34;1960.5
2000;Anhui;62.78;3.3;2902.2;100.7;16;10;24;21;8;28;14;16;218;1632;610;2666;182;163;97;67;24;35;116;15;0;6;23;7;10;0;23;9;4;1;10;6048.5
2000;Fujian;34.10;2.6;3764.5;102.1;22;10;28;16;8;28;14;27;48;85;279;42;1354;116;38;59;59;131;51;8;0;20;39;17;29;0;36;14;6;5;21;2603
2000;Jiangxi;41.49;2.9;2003.1;100.3;8;4;17;6;3;16;7;8;69;59;477;43;357;1293;28;17;69;171;277;75;0;12;27;28;13;0;7;5;1;0;5;3093.5
2000;Shandong;89.97;3.2;8337.5;100.2;216;89;553;373;79;217;160;228;193;1056;634;408;125;136;5183;394;121;89;154;50;0;31;90;22;31;0;73;45;17;16;41;10818
2000;Henan;94.88;2.6;5053.0;99.2;57;41;109;170;42;73;42;47;119;934;225;341;157;302;470;2302;2310;559;567;226;0;64;182;50;43;0;207;74;43;16;35;9800.5
2000;Hubei;59.60;3.5;3545.4;99.0;33;26;133;73;12;34;16;31;21;71;66;67;108;163;167;284;1507;279;388;138;0;65;173;67;57;0;63;15;6;5;14;4073
2000;Hunan;65.62;3.7;3551.5;101.4;18;16;48;23;7;37;18;32;69;51;149;19;138;203;35;79;171;1615;1380;301;0;39;62;105;47;0;23;14;3;6;14;4716
2000;Guangdong;86.50;2.5;10741.3;101.4;76;21;75;39;15;88;35;78;39;51;86;24;13;139;62;112;234;704;1229;369;0;116;237;253;312;0;86;33;10;11;61;4601.5
2000;Guangxi;47.51;3.2;2080.0;99.7;16;9;49;14;5;30;8;12;35;58;88;31;34;48;36;75;70;185;333;854;0;65;186;265;228;0;13;9;1;2;4;2757
2000;Hainan;7.88;3.2;526.8;101.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318;0;0;0;0;0;0;0;0;0;0;317.5
2000;Chongqing;30.91;3.5;1791.0;96.7;5;5;13;4;2;8;3;5;8;15;13;8;8;6;18;16;55;16;79;115;0;678;365;113;25;0;14;6;3;2;8;1604.5
2000;Sichuan;84.08;4.0;3928.2;100.1;31;45;74;36;12;47;16;25;51;122;70;30;29;24;88;116;277;87;201;198;0;293;2963;168;273;0;185;84;25;22;51;5636
2000;Guizhou;37.56;3.8;1029.9;99.5;7;17;47;17;4;17;3;5;27;46;39;11;33;44;53;36;25;158;425;1064;0;128;174;1104;77;0;4;5;1;2;5;3571.5
2000;Yunnan;42.41;2.6;2011.2;97.9;10;20;66;38;9;18;9;11;28;47;61;15;28;60;62;77;20;46;219;283;0;52;255;109;1298;0;74;52;4;6;18;2990.5
2000;Tibet;2.60;4.1;117.8;99.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2000;Shaanxi;36.44;2.7;1804.0;99.5;11;27;54;66;6;14;6;16;49;338;58;71;25;59;87;206;320;94;89;54;0;33;292;18;51;0;1212;70;20;9;29;3377
2000;Gansu;25.57;2.7;1052.9;99.5;10;46;38;44;33;23;6;8;28;98;44;23;21;9;34;132;57;35;70;15;0;43;264;15;52;0;244;1500;179;58;76;3198
2000;Qinghai;5.17;2.4;263.7;99.5;2;16;10;21;11;11;2;2;8;45;8;9;7;3;21;33;11;13;20;10;0;7;37;2;4;0;36;164;155;4;7;672.5
2000;Ningxia;5.54;4.6;295.0;99.6;33;146;51;9;71;89;4;5;15;18;7;6;6;3;14;23;31;9;16;5;0;4;74;2;8;0;156;436;53;458;27;1772
2000;Xinjiang;18.49;3.8;1363.6;99.4;16;89;94;52;27;24;4;7;25;67;34;8;14;10;101;298;67;11;64;5;0;29;176;16;66;0;98;973;44;19;915;3349.5
2001;Beijing;13.85;1.2;3710.5;103.1;659;518;503;77;59;125;19;32;20;58;20;22;10;14;86;56;24;21;32;6;0;9;26;9;13;0;44;13;5;9;15;2504
2001;Tianjin;9.14;3.6;1919.1;101.2;308;452;522;124;110;53;52;55;22;43;14;18;12;22;51;61;17;14;20;9;0;13;30;7;12;0;39;32;11;23;73;2219
2001;Hebei;66.99;3.2;5516.8;100.5;1518;2269;4918;448;291;507;175;284;126;348;123;68;58;60;457;307;144;103;173;70;0;50;93;26;34;0;81;38;15;14;38;12836
2001;Shanxi;32.72;2.6;2029.5;99.8;1433;3522;12183;2417;216;1247;83;58;212;2188;461;390;114;205;4274;917;942;275;223;116;0;11;102;8;9;0;134;58;34;25;18;31875
2001;InnerMongolia;23.78;3.7;1713.8;100.6;362;1010;1216;162;2914;949;589;961;80;144;98;34;17;21;447;84;36;43;60;23;0;10;63;7;7;0;50;155;26;122;17;9707
2001;Liaoning;41.47;3.2;5033.1;100.0;203;293;626;147;565;8419;933;714;49;143;58;62;16;19;230;133;45;34;41;19;0;22;73;13;14;0;42;29;12;16;20;12990
2001;Jilin;26.37;3.1;2120.4;101.3;96;69;188;27;133;1709;2245;443;51;66;65;29;19;19;131;40;15;13;44;18;0;10;51;6;17;0;13;7;3;2;9;5538
