Year;Province;Pop;UnempRate;GDP;CPI;RailToBeijing;RailToTianjin;RailToHebei;RailToShanxi;RailToInnerMongolia;RailToLiaoning;RailToJilin;RailToHeilongjiang;RailToShanghai;RailToJiangsu;RailToZhejiang;RailToAnhui;RailToFujian;RailToJiangxi;RailToShandong;RailToHenan;RailToHubei;RailToHunan;RailToGuangdong;RailToGuangxi;RailToHainan;RailToChongqing;RailToSichuan;RailToGuizhou;RailToYunnan;RailToTibet;RailToShaanxi;RailToGansu;RailToQinghai;RailToNingxia;RailToXinjiang;Rail_Total
2006;Beijing;15.81;2.0;8117.8;100.9;277;424;462;63;35;143;17;27;37;53;28;18;7;8;74;47;22;16;20;10;0;17;38;14;15;1;36;11;4;5;25;1954
2006;Tianjin;9.49;3.6;4462.7;101.5;602;401;1011;196;345;54;47;59;15;40;10;15;4;9;145;51;22;14;6;8;0;22;55;10;17;0;47;54;8;45;98;3410
2006;Hebei;68.98;3.8;11515.8;101.7;1540;2641;5185;303;173;393;113;143;150;422;137;79;36;105;560;346;238;167;103;71;2;84;149;37;47;0;87;38;16;16;51;13432
2006;Shanxi;33.75;3.2;4715.0;102.0;1574;3816;23420;3620;329;1930;124;62;241;3431;500;653;169;344;7647;1637;1667;527;162;162;1;27;122;9;16;0;161;47;31;16;28;52473
2006;InnerMongolia;23.92;4.1;4841.8;101.5;326;2448;2752;195;4543;2577;1681;2317;140;263;106;54;24;81;646;135;92;97;82;30;1;33;182;13;16;0;101;171;24;218;22;19370
2006;Liaoning;42.10;5.1;9251.2;101.2;248;278;489;140;423;11024;957;725;31;92;44;49;11;33;244;246;60;42;18;21;0;21;81;14;24;0;94;29;11;13;37;15499
2006;Jilin;26.80;4.2;4275.1;101.4;74;78;144;34;139;2200;1776;580;85;162;113;106;17;60;168;63;31;48;19;36;0;24;65;11;30;0;15;10;8;2;9;6107
2006;Heilongjiang;38.23;4.4;6201.4;101.9;155;141;445;116;349;3774;2270;6630;119;224;80;89;14;24;404;118;55;39;27;32;0;31;91;30;45;0;61;21;7;8;20;15419
2006;Shanghai;13.68;4.4;10572.2;101.2;29;31;24;25;16;20;23;22;143;26;175;48;41;59;29;46;26;39;29;38;1;19;104;24;42;0;47;15;4;8;71;1224
2006;Jiangsu;76.56;3.4;21742.1;101.6;48;23;90;478;51;74;51;86;118;1184;286;455;124;161;114;644;82;81;75;43;2;25;197;42;64;3;190;136;96;23;108;5154
2006;Zhejiang;46.29;3.5;15742.5;101.1;18;8;23;14;10;27;11;24;114;30;1586;37;142;339;31;34;25;149;71;35;1;43;70;44;62;0;11;12;4;4;63;3042
2006;Anhui;65.93;4.3;6131.1;101.2;16;22;58;36;25;52;28;37;270;1581;1001;4315;313;512;224;105;115;95;126;36;2;17;44;16;21;2;37;31;15;3;13;9168
2006;Fujian;35.58;3.9;7584.4;100.8;15;5;21;21;13;18;5;17;36;79;169;37;1906;286;34;68;65;93;145;17;1;20;47;27;26;1;55;19;6;5;42;3299
2006;Jiangxi;43.39;3.6;4820.5;101.2;16;4;18;8;3;21;6;9;146;79;575;42;788;2200;52;36;112;433;438;107;1;31;74;67;36;0;9;8;1;1;9;5330
2006;Shandong;93.09;3.3;21900.2;101.0;165;99;1288;1335;119;237;152;207;141;1017;841;629;99;248;5158;1005;331;136;88;46;4;44;139;36;57;1;207;77;37;47;89;14079
2006;Henan;98.20;3.5;12362.8;101.3;39;31;73;129;62;90;31;42;147;1271;384;671;195;620;600;2677;2934;1066;608;279;13;88;293;73;77;3;75;124;113;27;53;12888
2006;Hubei;60.50;4.2;7581.3;101.6;30;28;108;88;21;59;36;48;17;69;129;64;118;311;206;313;1763;473;553;187;11;44;184;83;66;2;149;20;10;6;23;5219
2006;Hunan;67.68;4.3;7568.9;101.4;20;16;34;60;9;25;11;22;93;79;261;24;170;413;50;67;145;1740;1574;429;0;70;94;126;57;0;26;20;5;4;19;5663
2006;Guangdong;94.42;2.6;26159.5;101.8;45;2;36;55;15;23;10;24;32;16;97;16;34;306;30;63;93;1169;1166;789;4;233;322;454;347;1;102;31;8;7;100;5630
2006;Guangxi;47.19;4.2;4828.5;101.3;14;10;45;22;8;13;8;7;38;88;144;47;43;72;61;93;92;324;387;1275;14;122;477;578;683;0;27;21;3;2;9;4727
2006;Hainan;8.36;3.6;1031.9;101.5;;;;;;;;;;;;;;;;;;;;;0;;;;;0;;;;;;0
2006;Chongqing;31.99;4.0;3907.2;102.4;5;7;25;10;6;16;7;16;10;27;17;7;14;14;27;30;22;44;93;136;4;898;315;153;49;0;19;6;4;3;13;1997
2006;Sichuan;81.69;4.5;8637.8;102.3;42;70;96;64;17;65;20;30;120;168;123;47;66;65;157;150;407;148;331;288;8;260;3756;254;412;6;147;111;45;21;68;7562
2006;Guizhou;37.57;4.1;2270.9;101.7;5;10;51;24;8;22;11;19;26;64;100;23;78;152;117;48;63;433;640;2236;13;271;205;1098;253;0;14;10;1;9;18;6022
2006;Yunnan;44.83;4.3;4006.7;101.9;12;21;84;45;26;26;18;21;65;82;82;24;36;143;121;58;34;114;384;594;8;96;464;90;2111;0;84;81;10;21;45;5000
2006;Tibet;2.81;;290.8;102.0;0;;;;;1;;;0;0;;0;;0;0;1;0;0;0;;0;;0;;0;0;0;0;;;;2
2006;Shaanxi;37.35;4.0;4523.7;101.5;33;53;93;179;8;12;10;15;54;1005;188;101;27;149;690;448;586;122;81;72;1;50;423;25;56;0;1465;48;18;7;43;6062
2006;Gansu;26.06;3.6;2277.4;101.3;30;109;64;55;41;34;16;15;95;335;160;54;37;59;72;151;136;40;100;27;0;52;316;22;52;1;401;1739;240;68;104;4625
2006;Qinghai;5.48;3.9;639.5;101.6;6;17;74;45;29;12;3;6;23;120;35;18;11;9;56;92;56;16;35;7;0;19;70;5;14;10;58;161;378;17;5;1407
2006;Ningxia;6.04;4.3;710.8;101.9;40;147;199;12;118;155;5;6;31;54;36;19;9;22;88;55;23;25;30;11;0;5;116;6;8;0;87;580;25;718;49;2679
2006;Xinjiang;20.50;3.9;3045.3;101.3;44;124;75;67;109;40;11;13;48;173;83;20;20;18;161;286;53;52;76;17;1;35;312;36;104;0;205;1834;110;99;1723;5949
2007;Beijing;16.33;1.8;9846.8;102.4;218;431;447;63;49;110;16;24;30;58;32;18;8;12;106;53;27;22;23;9;0;16;33;16;15;1;40;12;3;2;30;1924
2007;Tianjin;9.59;3.6;5252.8;104.2;692;347;966;333;488;68;41;55;12;41;9;21;3;8;173;37;32;16;4;11;0;23;61;12;18;2;52;48;6;54;109;3742
2007;Hebei;69.43;3.8;13709.5;104.7;1183;2707;5702;294;195;381;99;150;143;365;140;70;42;103;575;285;227;133;74;77;2;66;137;32;44;3;61;43;7;16;66;13422
2007;Shanxi;33.93;3.2;5733.4;104.6;1593;3394;27913;3330;275;2055;121;68;200;3647;438;653;127;373;8477;1832;1822;504;139;194;1;33;117;12;13;0;118;62;24;27;27;57589
2007;InnerMongolia;24.05;4.0;6091.1;104.6;353;2945;3030;175;5507;3426;1621;2457;134;237;153;65;28;97;656;178;86;105;87;40;1;33;161;14;22;1;98;186;19;219;25;22159
2007;Liaoning;42.32;4.3;11023.5;105.1;252;271;461;121;409;11662;1178;841;25;90;52;44;11;30;294;345;65;50;14;26;0;21;75;13;25;0;80;36;12;14;38;16555
2007;Jilin;26.96;3.9;5284.7;105.3;68;84;119;29;140;2228;1679;640;58;154;160;119;37;76;174;54;43;43;13;67;0;26;85;14;35;0;15;14;7;6;11;6198
2007;Heilongjiang;38.24;4.3;7065.0;105.2;158;148;473;117;358;4250;2296;6750;78;194;66;107;15;30;393;113;65;46;22;29;0;42;111;24;47;1;60;28;8;11;28;16068
2007;Shanghai;13.79;4.2;12494.0;103.2;30;31;24;20;19;19;23;19;90;22;162;46;33;46;24;46;23;50;31;34;1;22;120;31;39;0;49;14;6;9;60;1143
2007;Jiangsu;77.23;3.2;26018.5;104.3;37;23;71;513;61;61;45;81;109;1024;268;486;114;208;123;706;75;76;83;47;1;28;239;52;76;5;180;125;90;23;129;5159
2007;Zhejiang;46.59;3.3;18780.4;104.2;18;8;23;17;11;24;11;21;98;31;1662;55;220;387;30;36;26;92;63;33;1;43;80;42;64;2;16;14;3;4;89;3224
2007;Anhui;66.76;4.1;7364.2;105.3;18;25;71;25;25;85;22;35;256;1573;1146;4498;280;525;243;113;117;77;138;51;2;34;61;30;30;4;30;19;5;4;18;9560
2007;Fujian;35.81;3.9;9249.1;105.2;14;3;24;26;12;15;4;10;40;75;152;38;1854;354;33;64;70;123;195;15;1;22;64;34;29;2;53;19;5;6;44;3400
2007;Jiangxi;43.68;3.4;5800.3;104.8;17;4;23;12;5;26;7;13;133;96;516;54;837;2282;60;44;124;520;465;101;3;31;73;85;36;0;8;11;2;1;17;5606
2007;Shandong;93.67;3.2;25776.9;104.4;166;113;1198;1669;176;250;167;223;191;880;792;661;94;256;5087;1184;412;134;66;63;2;52;203;44;84;3;201;78;69;31;144;14693
2007;Henan;98.69;3.4;15012.5;105.4;47;43;73;146;64;103;44;54;171;1381;388;785;241;711;618;2406;3227;1055;627;317;12;80;266;67;89;8;92;167;102;26;73;13483
2007;Hubei;60.70;4.2;9230.7;104.8;27;30;109;73;23;54;31;61;18;89;129;59;157;350;246;297;1883;519;583;253;16;63;285;100;78;3;146;24;9;8;29;5752
2007;Hunan;68.06;4.3;9200.0;105.6;20;16;35;41;9;23;11;22;87;92;276;28;152;374;76;59;146;1924;1526;458;0;90;101;132;69;1;41;17;3;4;20;5853
2007;Guangdong;96.60;2.5;31084.4;103.7;28;1;44;43;16;8;5;17;24;16;89;16;39;307;26;95;104;1193;1304;838;13;237;366;510;382;1;100;30;7;7;96;5962
2007;Guangxi;47.68;3.8;5955.7;106.1;15;9;50;32;9;12;7;10;46;99;155;54;37;66;69;125;115;559;381;1362;23;142;559;693;749;1;28;24;3;3;12;5449
2007;Hainan;8.45;3.5;1223.3;105.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;Chongqing;32.35;4.0;4676.1;104.7;7;8;25;11;7;15;4;16;12;27;17;7;16;15;32;28;26;55;99;178;4;883;302;160;51;0;19;6;4;3;12;2049
2007;Sichuan;81.27;4.2;10505.3;105.9;41;74;104;64;20;60;18;29;109;162;141;47;61;70;193;161;421;126;369;351;5;336;3746;252;502;8;163;106;38;31;71;7879
2007;Guizhou;37.62;4.0;2741.9;106.4;6;10;49;21;8;24;11;22;29;89;97;27;87;145;127;54;79;367;629;2421;11;321;269;1071;388;0;17;31;1;10;16;6437
2007;Yunnan;45.14;4.2;4741.3;105.9;13;23;84;45;19;24;18;29;77;95;88;21;37;141;117;61;47;92;422;774;6;130;483;100;2129;0;84;65;10;20;46;5300
2007;Tibet;2.84;;341.4;103.4;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;4;0;1;0;0;0;0;1;0;0;0;0;3;0;0;0;12
2007;Shaanxi;37.48;4.0;5465.8;105.2;45;45;109;192;12;9;9;15;46;1141;146;109;23;264;907;538;557;76;59;68;1;58;488;31;61;2;1605;92;17;11;48;6784
2007;Gansu;26.17;3.3;2704.0;105.2;33;120;83;47;102;34;15;9;120;359;164;42;42;67;121;193;140;48;138;34;1;83;362;23;90;4;447;1709;265;100;157;5152
2007;Qinghai;5.52;3.8;783.6;106.7;7;22;93;54;100;16;4;7;34;146;50;15;11;16;80;126;111;20;41;10;0;34;110;6;19;31;65;174;313;51;4;1770
2007;Ningxia;6.10;4.3;889.2;105.5;41;183;203;14;117;234;6;8;37;44;29;14;10;18;77;36;42;22;27;10;0;8;124;5;10;0;68;795;89;725;90;3086
2007;Xinjiang;20.95;3.9;3523.2;105.5;36;126;87;60;120;47;13;14;32;180;101;25;22;30;240;304;64;50;83;18;1;29;308;20;76;1;212;1656;75;87;1710;5827
2008;Beijing;16.95;1.8;11115.0;105.1;103;330;500;108;72;106;14;21;16;43;27;15;6;8;107;38;27;22;23;9;0;16;33;16;15;1;40;12;3;2;30;1763
2008;Tianjin;9.69;3.6;6719.0;105.4;455;410;1343;322;479;47;45;44;7;31;7;15;3;6;152;88;32;16;4;11;0;23;61;12;18;2;52;48;6;54;109;3902
2008;Hebei;69.89;4.0;16188.6;106.2;969;3003;5607;331;223;360;113;121;123;286;132;63;59;100;608;283;227;133;74;77;2;66;137;32;44;3;61;43;7;16;66;13369
2008;Shanxi;34.11;3.3;7055.8;107.2;1344;2920;28807;3784;272;1744;142;86;198;3451;394;690;131;443;8581;1975;1822;504;139;194;1;33;117;12;13;0;118;62;24;27;27;58055
2008;InnerMongolia;24.14;4.1;7761.8;105.7;379;2557;5272;146;7364;4334;2093;2671;119;195;148;72;27;75;563;213;86;105;87;40;1;33;161;14;22;1;98;186;19;219;25;27325
2008;Liaoning;42.46;3.9;13461.6;104.6;118;227;454;115;605;12464;1377;803;19;80;48;46;8;31;255;271;65;50;14;26;0;21;75;13;25;0;80;36;12;14;38;17390
2008;Jilin;27.11;4.0;6424.1;105.1;76;82;120;34;166;2477;2104;772;39;107;144;139;40;100;177;82;43;43;13;67;0;26;85;14;35;0;15;14;7;6;11;7038
2008;Heilongjiang;38.25;4.2;8310.0;105.6;159;123;380;112;364;4599;2214;7269;86;234;105;114;25;56;370;111;65;46;22;29;0;42;111;24;47;1;60;28;8;11;28;16843
2008;Shanghai;13.91;4.2;14069.9;105.8;27;26;23;17;19;14;23;17;62;22;76;45;24;42;29;46;23;50;31;34;1;22;120;31;39;0;49;14;6;9;60;1001
2008;Jiangsu;77.62;3.3;30982.0;105.4;33;20;96;608;53;52;52;97;86;919;230;441;84;224;105;771;75;76;83;47;1;28;239;52;76;5;180;125;90;23;129;5100
2008;Zhejiang;46.88;3.5;21486.9;105.0;21;6;21;15;12;25;11;19;86;21;1878;54;180;382;22;38;26;92;63;33;1;43;80;42;64;2;16;14;3;4;89;3363
2008;Anhui;67.41;3.9;8874.2;106.2;20;20;71;44;36;67;28;42;244;1530;1093;5414;252;620;200;82;117;77;138;51;2;34;61;30;30;4;30;19;5;4;18;10383
2008;Fujian;36.04;3.9;10823.1;104.6;14;3;23;22;13;10;4;11;58;61;169;45;1982;390;29;61;70;123;195;15;1;22;64;34;29;2;53;19;5;6;44;3577
2008;Jiangxi;44.00;3.4;6971.1;106.0;13;3;26;11;4;31;10;14;113;80;448;40;688;2303;52;51;124;520;465;101;3;31;73;85;36;0;8;11;2;1;17;5364
2008;Shandong;94.17;3.7;30933.3;105.3;72;112;1389;1735;236;220;192;220;159;713;639;587;97;260;5639;1400;412;134;66;63;2;52;203;44;84;3;201;78;69;31;144;15256
2008;Henan;99.18;3.4;18407.8;107.0;46;33;84;166;59;150;51;68;159;1165;397;573;265;696;575;2989;3227;1055;627;317;12;80;266;67;89;8;92;167;102;26;73;13684
2008;Hubei;61.11;4.2;11328.9;106.3;29;26;129;82;32;67;49;82;16;88;105;58;156;264;247;250;1883;519;583;253;16;63;285;100;78;3;146;24;9;8;29;5523
2008;Hunan;68.45;4.2;11156.6;106.0;23;15;38;36;9;20;7;17;83;76;234;29;113;292;88;68;146;1924;1526;458;0;90;101;132;69;1;41;17;3;4;20;5680
2008;Guangdong;98.93;2.6;36796.7;105.6;19;3;39;47;15;3;4;9;16;15;76;17;49;298;27;91;104;1193;1304;838;13;237;366;510;382;1;100;30;7;7;96;5916
2008;Guangxi;48.16;3.8;7171.6;107.8;15;11;52;32;14;10;9;10;47;90;146;64;32;124;68;141;115;559;381;1362;23;142;559;693;749;1;28;24;3;3;12;5519
2008;Hainan;8.54;3.7;1459.2;106.9;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
2008;Chongqing;32.57;4.0;5793.7;105.6;7;5;20;12;7;16;6;24;9;26;15;8;15;11;29;26;26;55;99;178;4;883;302;160;51;0;19;6;4;3;12;2038
2008;Sichuan;81.38;4.6;12506.3;105.1;34;64;82;47;25;46;16;27;78;126;115;40;45;54;121;118;421;126;369;351;5;336;3746;252;502;8;163;106;38;31;71;7563
2008;Guizhou;37.93;4.0;3333.4;107.6;4;7;42;16;15;20;18;34;24;73;80;25;68;94;106;52;79;367;629;2421;11;321;269;1071;388;0;17;31;1;10;16;6309
2008;Yunnan;45.43;4.2;5700.1;105.7;12;15;79;51;24;21;20;37;74;93;74;18;43;91;98;60;47;92;422;774;6;130;483;100;2129;0;84;65;10;20;46;5218
2008;Tibet;2.87;;394.9;105.7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;3;0;0;0;9
2008;Shaanxi;37.62;3.9;6851.3;106.4;37;39;134;142;12;11;9;11;46;907;138;103;25;354;884;562;557;76;59;68;1;58;488;31;61;2;1605;92;17;11;48;6588
2008;Gansu;26.28;3.2;3176.1;108.2;26;104;121;66;77;35;18;14;105;291;166;34;32;62;184;233;140;48;138;34;1;83;362;23;90;4;447;1709;265;100;157;5169
2008;Qinghai;5.54;3.8;961.5;110.1;5;31;83;58;149;17;7;8;31;159;50;36;10;16;85;103;111;20;41;10;0;34;110;6;19;31;65;174;313;51;4;1837
2008;Ningxia;6.18;4.4;1098.5;108.5;37;146;230;16;109;186;9;15;32;43;40;10;7;9;119;44;42;22;27;10;0;8;124;5;10;0;68;795;89;725;90;3067
2008;Xinjiang;21.31;3.7;4203.4;108.1;26;116;123;82;97;50;15;17;35;195;111;29;29;26;337;358;64;50;83;18;1;29;308;20;76;1;212;1656;75;87;1710;6036
2009;Beijing;17.55;1.4;12153.0;98.5;101;251;538;125;69;93;21;18;6;27;22;13;4;7;99;29;22;16;15;9;;15;33;13;14;1;31;9;4;5;23;1633
2009;Tianjin;12.28;3.6;7521.9;99.0;354;361;1648;345;506;45;45;40;4;14;5;14;2;7;130;84;29;17;3;7;;26;72;10;33;3;55;102;13;88;80;4142
2009;Hebei;70.34;3.9;17235.5;99.3;1328;2417;6008;335;134;391;127;186;135;242;154;76;50;106;837;338;251;157;79;78;1;88;192;40;55;6;111;69;6;35;85;14117
2009;Shanxi;34.27;3.9;7365.7;99.6;926;2199;26258;3866;282;1523;155;81;205;2210;323;698;108;305;8078;2306;1630;706;163;123;2;37;214;13;25;3;258;107;43;13;66;52926
2009;InnerMongolia;24.58;4.0;9725.8;99.7;428;1177;8155;138;7374;5126;2221;3090;142;150;121;62;18;71;468;158;84;143;72;39;1;26;160;18;17;5;112;197;25;173;37;30008
2009;Liaoning;42.56;3.9;15212.5;100.0;84;264;515;120;409;13022;1583;1099;12;51;36;48;6;26;239;234;70;68;16;25;;29;86;12;24;1;57;55;13;19;39;18262
2009;Jilin;27.20;4.0;7278.8;100.1;67;63;99;23;200;1993;2404;1062;22;60;96;102;39;140;207;54;43;76;13;40;;31;158;34;44;;43;21;7;15;8;7164
2009;Heilongjiang;38.26;4.3;8587.0;100.2;124;57;461;102;399;3631;1796;8020;45;90;74;93;25;60;281;114;67;94;16;33;;49;137;34;60;2;69;35;12;10;24;16014
2009;Shanghai;14.01;4.3;15046.5;99.6;25;21;18;15;13;12;25;24;59;17;35;46;19;48;23;61;26;53;22;38;;21;106;35;40;1;43;21;8;9;58;942
2009;Jiangsu;78.10;3.2;34457.3;99.6;22;16;238;919;38;49;48;84;74;756;204;487;60;266;218;1196;82;106;61;36;1;22;174;46;81;6;338;143;185;23;157;6136
2009;Zhejiang;47.16;3.3;22990.4;98.5;17;8;19;17;9;18;13;16;88;26;1870;30;139;499;17;26;21;57;37;26;1;44;104;46;70;4;26;15;6;2;86;3357
2009;Anhui;67.95;3.9;10062.8;99.1;18;18;71;35;26;38;29;30;224;1778;986;5777;177;786;304;134;284;151;103;46;1;22;78;27;35;4;46;26;11;5;18;11288
2009;Fujian;36.66;3.9;12236.5;98.2;13;4;21;12;8;8;4;9;46;35;131;29;1918;517;27;61;55;91;203;13;1;32;114;41;36;3;60;22;5;7;48;3574
2009;Jiangxi;44.32;3.4;7655.2;99.3;14;4;23;12;3;23;9;10;90;32;420;33;577;2406;58;43;122;604;293;114;3;46;69;144;32;;8;11;3;1;15;5222
2009;Shandong;94.70;3.4;33896.7;100.0;40;84;1767;2983;134;230;190;227;94;631;575;518;68;267;5182;1722;453;158;42;44;2;56;192;42;84;6;377;169;97;56;174;16664
2009;Henan;99.67;3.5;19480.5;99.4;40;34;120;211;71;245;63;60;113;869;243;651;238;460;529;3401;2542;1018;566;334;8;100;453;87;111;16;119;203;69;22;75;13071
2009;Hubei;61.42;4.2;12961.1;99.6;28;21;116;80;34;49;42;82;17;87;96;59;107;222;256;301;1959;411;382;240;12;62;391;105;82;7;200;46;16;8;63;5581
2009;Hunan;69.00;4.1;12930.7;99.6;20;11;37;28;6;18;4;10;53;57;211;31;91;353;89;67;154;1951;958;572;11;105;167;265;70;1;34;19;5;7;24;5429
2009;Guangdong;101.30;2.6;39482.6;97.7;12;1;21;27;10;2;4;17;17;17;35;11;49;309;14;92;116;1421;1260;1020;16;245;601;512;535;1;120;44;11;11;101;6652
2009;Guangxi;48.56;3.7;7700.4;97.9;7;9;43;30;7;15;13;10;37;64;104;52;37;103;58;139;119;692;298;1411;14;171;554;883;956;2;53;47;13;4;13;5958
2009;Hainan;8.64;3.5;1646.6;99.3;;—;—;0;—;0;0;—;;—;;—;1;6;—;1;1;4;27;14;554;2;3;1;3;;0;1;;;0;618
2009;Chongqing;32.76;4.0;6530.0;98.4;5;5;25;8;9;14;6;25;6;32;16;7;14;10;31;27;22;34;104;143;3;659;686;158;78;1;17;8;3;3;20;2179
2009;Sichuan;81.85;4.3;14151.3;100.8;35;39;85;30;17;38;15;26;54;98;93;26;31;47;102;86;302;112;296;256;12;492;3691;258;540;19;109;65;19;27;62;7082
2009;Guizhou;37.98;3.8;3893.5;98.7;4;6;52;19;13;26;25;26;18;64;70;20;65;125;128;56;52;449;543;2349;8;351;385;1605;327;;24;76;30;16;24;6956
2009;Yunnan;45.71;4.3;6168.2;100.4;11;16;95;38;32;26;24;29;68;86;77;19;49;89;141;77;32;96;353;605;5;104;675;119;1526;;85;78;41;23;57;4676
2009;Tibet;2.90;3.8;441.4;101.4;;—;0;0;0;0;0;—;;—;;1;0;1;—;1;—;1;;1;;1;3;;;;0;3;11;;—;23
2009;Shaanxi;37.72;3.9;8186.7;100.5;41;29;159;131;23;14;12;11;35;619;141;149;20;267;1147;576;796;200;67;74;1;69;596;27;73;5;2023;230;37;27;54;7653
2009;Gansu;26.35;3.3;3382.4;101.3;17;49;95;61;75;30;15;14;90;247;181;59;32;108;179;367;262;89;125;29;1;66;354;35;57;18;548;2059;178;127;196;5763
2009;Qinghai;5.57;3.8;1081.3;102.6;5;16;114;97;233;13;11;10;33;121;53;30;12;27;84;123;129;50;39;15;1;37;86;3;16;77;68;190;969;32;10;2704
2009;Ningxia;6.25;4.4;1334.6;100.7;27;76;1223;24;97;160;15;10;28;40;45;14;11;16;142;59;55;31;21;7;;5;452;4;6;;69;768;62;506;100;4073
2009;Xinjiang;21.59;3.8;4273.6;100.7;28;98;112;103;77;43;16;15;49;174;158;33;31;41;334;403;96;54;91;24;1;38;301;21;85;3;212;1576;87;94;1991;6389
2010;Beijing;19.62;1.4;14113.6;102.4;75;323;475;84;81;103;24;14;7;28;20;13;5;6;85;26;23;12;14;9;0;17;33;16;11;1;31;8;4;3;20;1571
2010;Tianjin;13.00;3.6;9224.5;103.5;350;3297;1812;387;462;53;41;47;3;9;4;7;1;6;78;109;23;16;2;6;0;29;76;10;25;3;46;133;14;101;90;7240
2010;Hebei;71.94;3.9;20394.3;103.1;1258;3007;7237;468;190;486;117;129;143;293;160;60;23;86;1204;330;268;137;80;65;1;108;257;41;54;7;123;47;6;21;75;16481
2010;Shanxi;35.74;3.6;9088.1;103.0;920;2740;30086;4402;267;1707;144;53;201;2788;328;748;102;455;9207;2540;2001;849;168;95;2;70;293;22;21;3;251;134;73;28;114;60812
2010;InnerMongolia;24.72;3.9;11655.0;103.2;553;1027;10952;136;8669;7006;2956;3959;133;181;164;68;20;67;436;211;95;136;40;54;1;43;177;21;15;2;119;228;28;148;53;37698
2010;Liaoning;42.52;3.6;18457.3;103.0;130;272;629;108;485;12694;1555;1196;19;48;31;46;3;16;211;213;61;52;10;12;0;21;81;10;24;1;89;40;13;15;33;18118
2010;Jilin;27.24;3.8;8667.6;103.7;63;41;103;30;183;2380;2338;1258;25;52;140;79;40;169;93;63;54;118;11;65;0;33;165;37;69;0;27;14;7;5;12;7674
2010;Heilongjiang;38.33;4.3;10368.6;103.9;120;68;304;63;384;4096;1724;8581;58;106;123;138;34;69;203;125;72;88;16;35;0;40;192;36;65;5;56;38;14;11;24;16888
2010;Shanghai;14.12;4.4;17166.0;103.1;26;28;21;14;18;13;24;14;62;17;51;39;20;49;29;47;25;54;19;43;0;21;125;33;41;1;42;14;7;7;55;959
2010;Jiangsu;78.69;3.2;41425.5;103.8;21;13;416;656;28;37;31;56;71;908;156;636;57;263;251;1262;75;103;59;35;1;36;203;45;81;5;310;149;200;32;176;6372
2010;Zhejiang;47.48;3.2;27722.3;103.8;17;6;18;14;8;17;10;13;93;30;2223;38;114;721;14;23;21;31;31;24;1;40;80;42;57;4;15;17;6;2;76;3806
2010;Anhui;68.27;3.7;12359.3;103.1;22;20;105;35;23;32;22;24;179;1955;823;6296;172;806;343;109;362;279;110;50;1;21;90;34;57;8;36;38;18;4;18;12092
2010;Fujian;36.93;3.8;14737.1;103.2;8;2;18;10;7;7;3;8;44;25;180;24;1723;850;23;46;49;73;206;12;0;39;112;40;44;2;62;23;7;7;50;3704
2010;Jiangxi;44.62;3.3;9451.3;103.0;12;7;20;10;3;20;6;7;82;31;490;29;550;2583;44;33;146;583;248;123;4;50;80;143;35;1;8;8;2;3;15;5376
2010;Shandong;95.79;3.4;39169.9;102.9;33;78;2074;2779;174;226;154;215;67;607;488;547;67;260;6825;1741;391;170;38;39;1;74;224;49;83;6;332;156;123;80;184;18285
2010;Henan;104.37;3.4;23092.4;103.5;49;20;164;128;38;236;32;48;118;847;235;545;202;507;516;3807;2478;1012;548;316;7;141;500;117;125;25;96;293;120;7;97;13374
2010;Hubei;61.76;4.2;15967.6;102.9;29;23;119;62;35;48;43;59;18;107;98;74;117;204;271;249;1905;469;431;246;12;69;416;128;100;7;169;95;18;9;68;5698
2010;Hunan;70.90;4.2;16038.0;103.1;19;10;33;28;7;16;5;11;53;55;194;29;102;365;94;71;135;2240;1054;565;9;104;195;231;68;1;40;18;3;5;23;5783
2010;Guangdong;104.41;2.5;46013.1;103.1;7;2;26;29;9;1;2;10;19;12;26;7;82;308;14;106;130;1538;1522;1256;11;272;654;571;595;2;122;47;17;11;97;7505
2010;Guangxi;46.10;3.7;9502.4;103.0;6;6;39;22;7;13;6;5;43;53;93;51;36;96;43;126;143;857;366;1477;23;227;564;794;911;2;45;27;7;5;16;6109
2010;Hainan;8.69;3.0;2052.1;104.8;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;2;1;4;15;17;483;3;6;1;4;0;0;0;0;0;0;542
2010;Chongqing;33.03;3.9;7925.6;103.2;5;6;24;7;7;9;5;20;7;34;22;8;18;12;29;32;34;32;109;161;4;748;605;149;62;2;13;10;3;2;18;2197
2010;Sichuan;80.58;4.1;16898.6;103.2;33;45;88;30;19;35;16;21;76;95;103;40;31;46;126;103;395;167;327;287;14;624;3577;262;541;19;95;72;21;24;57;7389
2010;Guizhou;34.79;3.6;4594.0;102.9;3;8;49;28;16;28;32;33;20;71;73;20;82;189;167;76;94;671;673;2841;11;366;491;1360;405;0;31;99;5;21;28;7991
2010;Yunnan;46.02;4.2;7220.1;103.7;9;13;76;31;26;25;34;31;66;80;83;23;59;86;140;77;41;122;421;795;5;146;766;123;1671;0;75;66;35;29;55;5209
