,Anhui,Beijing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,InnerMongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Xinjiang,Yunnan,Zhejiang
1992,0.17585524726570723,2.013700524378447,0.20711758672470812,0.28744525176425606,0.8866365424987541,0.15692127987960705,0.1583022305659271,0.28098430989745765,0.3395180514091047,0.24379536555824724,0.228122036230818,0.3440359108830292,0.1947737748083889,0.5360848546058405,0.48760584897007225,0.2637766366022452,0.33133926217694687,0.3674109584589569,0.3415914625511699,0.2530696408095616,0.3292968453948301,0.4647342396972132,1.55185363435271,0.4185003879602039,0.16222232181257376,1.1976444801120647,0.38456653332841373,0.18532081130509917,0.6588111531682173
1993,0.1907795771436264,1.435187375375021,0.29827112521151805,0.18112612682395893,0.8112378625695307,0.1800542242117456,0.15443061239506298,0.4861691658263751,0.3457568496801956,0.18941318078684302,0.26061594638360974,0.24601669772382787,0.17159368779506964,0.5715355259875916,0.6327973248455608,0.2592179099895559,0.39149044776897207,0.7799714776428613,0.3162035464301415,0.32652666185564533,0.3966712111941724,0.4275900901537719,1.5340338618559928,0.3571597269934879,0.1601828168088818,1.0597647219417348,0.3899257193421634,0.12625058136757908,0.6423947505990096
1994,0.03487568606591499,0.7583203952996567,0.3570249191120255,0.034630411671429696,0.5376109890447464,0.19478103323701348,0.11418589370722605,0.33372035865804006,0.152922330274525,0.18460171882135365,0.15302508519030972,0.13924258991825172,0.11950762319191778,0.4880322055977281,0.5562402368021437,0.1598823582157777,0.33738283103167493,0.4384539590484708,0.22897214570706206,0.26955795433251023,0.22321946822755376,0.43754273377061564,0.9131312398474619,0.10446078899345451,0.16590214687378974,0.8817081558627151,0.3185223566452731,0.08624399770646564,0.5256515711673008
1995,0.1659553670066702,0.586352524828934,0.24719153530707325,-0.059524711152479697,0.4364581455794634,0.1567799025251249,0.046472860279219055,0.051051730664664556,0.14417175980566882,0.10832573135636435,0.20743769249422161,0.046079342104777814,0.11738059754825615,0.39240042692520627,0.4956995692138444,0.09204801479820442,0.20980256626378535,0.05460272114344557,0.21659169875828768,0.19141886715367276,0.1478700544336983,0.38561668871137955,0.282130289202189,0.11357789159964993,0.08155857790655856,0.7548718491941143,0.17002250055849802,-0.003059324519793442,0.5074277872928061
1996,0.08739725765603445,0.08948282324765293,0.21841799851963217,0.034748730764020776,0.1296770700196691,0.13121053368944843,0.01636255290812726,-0.059663714797516504,0.16074241893650956,0.17558912680830252,0.17678145200135065,0.042043116030138626,0.15774032307012184,0.40787373465058663,0.30477995425464355,0.11131868691206916,0.2196087047720416,-0.06151141932153339,0.1770913497726134,0.023375138653128666,0.10898987080227843,0.2955336116945956,-0.11634112713536962,0.12527185277184627,0.08832639435215382,0.6332522509629562,-0.06992541308064815,0.10616397633491699,0.3250061935001421
1997,0.1031551246514403,-0.22751425742427614,0.29094296701537287,-0.014602544748503315,-0.009157054978866895,0.09202135609004694,0.013811585902819857,-0.14437070318553274,0.11934151726920697,0.14115949719979162,0.08710410276305308,0.08122064647585485,0.1715841560618712,0.32480790059959347,0.21111091229591525,0.13863181853171685,0.05407917264325153,0.014450215279499627,0.08667932135296692,-0.041869424998559036,0.05149225188744202,0.175441326084947,-0.009469734991792782,0.12218923649342144,0.07728492859985167,0.40181341981224644,-0.02279148436269068,0.07261796591838651,0.1098250126549884
1998,0.0707349221527086,-0.5085915949106357,0.24699865447783154,0.02526525136145955,-0.15975279956080612,0.08123162887066605,-0.0147736709048519,-0.09093247024613277,0.03269831733047223,-0.06234110251939743,0.025038910218453857,0.11549100051934152,0.10786357634581732,0.24752667283836347,0.03332702682848802,0.04600436498404382,-0.028586903645747546,0.027849860459885606,0.029202204923496452,-0.06886035384791506,-0.00513244326015033,0.01724352542567555,-0.2109753445532407,0.10331612323940813,0.05895181465439411,0.07646682106485105,-0.13929896160245914,0.06111763345031368,-0.18680124383835583
1999,0.04116274538182799,-0.8645638390522008,0.12881203007030592,0.019890955157253882,-0.4172602686898472,-0.008985577444062164,-0.016154888779965938,-0.0817500177564576,-0.12021506206613519,-0.17112949973709962,-0.085886570963133,0.011855534857771837,0.014725687094331233,0.079067977806735,-0.21643655112927157,-0.006582356967360963,-0.13927472374015262,-0.0025052222338770467,-0.059038564580738806,-0.10810936703791918,-0.03749911269694239,-0.22194280464607682,-0.7602617707122801,-0.1234334845282951,0.0031712517984668954,-0.2830998981796839,-0.2416193885065078,-0.03380852851813279,-0.5031513449169444
2000,-0.07197316632961079,-1.0497361933212317,-0.07481763028663461,0.011199731815411292,-0.46588166106402623,-0.12730543365466668,-0.027475807817848086,-0.1099248198750118,-0.1533085950930778,-0.0901652293197199,-0.10559597083689322,0.005988149263320801,-0.030112917403810256,-0.16593081935432413,-0.3962357267521234,-0.12869073492537628,0.03675272729793127,0.08631830088285189,-0.11495365745210222,-0.13693677932804468,-0.05511675885046716,-0.37249187902054354,-1.0388901796522203,-0.32892116453936454,-0.05880557907571064,-0.4930343312309143,-0.04320065345723794,-0.05994000253762059,-0.7348383164967727
2001,-0.0906809725334737,-1.3759230530064253,-0.22659770050488579,-0.18063905065795618,-0.658456559186694,-0.21402732062314772,-0.0871482943507529,-0.0861393002159002,-0.3452597533204679,-0.24953162534753812,-0.2654986820844054,-0.08025287535779256,-0.10867688249370089,-0.5135069272814087,-0.7424311025987157,-0.25787798132090967,-0.2212264841602693,-0.1158815364305599,-0.18744898853504127,-0.1908452798665195,-0.1960061626499333,-0.7269522023498918,-1.735950367544768,-0.4871721018554483,-0.16327318620095027,-1.0636988509888592,-0.3046002168008808,-0.12398741216465937,-0.9734469101509344
