,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0.0,0.34183060396348136,0.43627111588432793,0.12039908436800414,0.20458530247792553,0.08289223647664203,0.025863503293417325,0.026589002840394702,0.04383531938483273,0.008783880677073287,0.007760386435554935,0.0072943605745039225,0.004858620812010258,0.0018210234186259863,0.016840483565036028,0.004104825312577469,0.00974496948888337,0.003576844909143036,0.0005699208443047994,0.003812353861709433,0.04763783728221583,0.022768926293488184,0.0017076981788364395,0.0076801506005733855,0.017982765866496397,0.05943727068960954,0.022741752771326982,0.09042518633659136,0.032094181045374696
1,0.16083240368524743,0.0,0.12457902667015569,0.024319808640395065,0.013345058211774424,0.03621296040538932,0.012016525773595334,0.014312359341844402,0.02008543177815378,0.00895661530235285,0.008491830188464182,0.002602227289390759,0.007044402693082682,0.0035017242789171393,0.013738913009897373,0.002527175747980705,0.005111696455342762,0.0021867276085381286,0.00599371633763738,0.0026062456107242,0.023327942370106762,0.0066962402369449775,0.0004222642502040523,0.00215673630168568,0.005489267051837852,0.008030174833429818,0.0039726660198701365,0.012071062800094541,0.005584927030372137
2,0.367652566326308,0.2482799226979924,0.0,0.4925554690301852,0.15331069416498672,0.09717923911457295,0.0318099701169184,0.055910785533561526,0.02264351226961106,0.022838217346899066,0.014752759819533867,0.012783037098920428,0.013399489367728369,0.005358869882456471,0.1459128185630096,0.006431534902123707,0.024989802328736224,0.005050002297946242,0.0065307853735969,0.011347791199295423,0.03175521077752187,0.020807067880925092,0.00575935176353974,0.020405452966398212,0.021017188184259742,0.02327850582128519,0.06569147216270985,0.08158512114755019,0.012946650278201858
3,0.08331761916103832,0.03961418800855566,0.03899745639333651,0.0,0.01269934364282011,0.032525930747619954,0.008795680097043054,0.017040643296962157,0.027556003859683875,0.14160282596206172,0.010521948479268224,0.009280703221823186,0.015656836436652416,0.0028021760854240797,0.1767150054996506,0.013272088295567586,0.0237973611473509,0.01039985860985031,0.011647308389083464,0.006497448323958995,0.03710485732034806,0.01621665554547799,0.0031738435376405427,0.012786231171197565,0.04724287117558083,0.023381072917100485,0.04671787654804018,0.005793497704698633,0.013516235998663079
4,0.07702991605052463,0.011576671856056668,0.011700451487409799,0.004248789905407896,0.0,0.051604768088646086,0.018849393641560783,0.02691899379705846,0.009285891376183894,0.007951137882406143,0.003959621189889393,0.0033900227464224346,0.005106790744779265,0.000563413572664371,0.008281835534520611,0.003353975051737505,0.0029942672210357666,0.0008272743573281289,0.0016768960071963004,0.0012510964361035302,0.01949332724432032,0.0022727652502662157,0.0005604136402292859,0.003887422331674255,0.001122485978078996,0.009162413064702127,0.015836337525811126,0.029707121617303163,0.011545512190648565
5,0.017081214236684766,0.06676106405189315,0.037585090957044064,0.035247165230198815,0.12465723621147966,0.0,0.4217156173950002,0.4116512003943132,0.016398374100538116,0.016309235428541156,0.01502825536679062,0.009953449639683743,0.009980731012479184,0.005424442073194068,0.023321334797110398,0.006883352776287696,0.011863220180967974,0.0032276683336365506,0.0036286758354425533,0.0028620951854382956,0.027573569003824756,0.012239015030027299,0.0021628328712638496,0.005498810262915014,0.00237185581843869,0.010752994742570259,0.009314384037192442,0.05518607206752396,0.006002605966601673
6,0.016666590807847166,0.008940959295299655,0.012119356418321727,0.002539923032184242,0.09113478266604562,0.18506126312361698,0.0,0.2775015177602575,0.021121322288669538,0.012604937169434881,0.006898690243545393,0.006016537268127309,0.003151797767622355,0.0017575465911651412,0.016767003495194072,0.0026628090063501937,0.00812132149661614,0.0015997147525259547,0.0017781236471416763,0.001983362910217404,0.03090276747452583,0.004235122025938987,0.0012174694092143645,0.004273770462990986,0.002218853761294818,0.005689909012622555,0.0026744522898524098,0.002033725121087429,0.0018621850378635176
7,0.04433337612837289,0.030038258958470006,0.03250678699398252,0.0026943737194605848,0.26628876905326504,0.2972169476759605,0.26418124280546235,0.0,0.042836981038960026,0.04502361844975206,0.03175251777618953,0.01683959567479032,0.022402770851575143,0.005558221665953916,0.04839759695468019,0.007641509947606911,0.022939399051831712,0.0067519513374117565,0.00899445980341287,0.0036854708126479447,0.06551109112245261,0.013444783867762449,0.004441052477057697,0.010561668508325687,0.00703236999586466,0.011312897486463793,0.011156306951455856,0.005156670370335721,0.004658955996338399
8,0.0039433181307693115,0.01431597460906715,0.011870162042833409,0.0036417068890361804,0.005605156615669159,0.004437900873010035,0.013491810021503186,0.010744621917121866,0.0,0.02149951610389874,0.05233452820684396,0.04267994764281053,0.016464720850439617,0.031066063819278875,0.011479216771036627,0.009295040863807223,0.002839060282654768,0.009902121584877865,0.004170658386611002,0.006884955645631177,0.02280638106815988,0.01867548463020458,0.002112684221320703,0.01134416695332743,0.00877129209562401,0.024803842504290533,0.014707679024386577,0.009152536481329304,0.00595530396172828
9,0.014066585390764646,0.027523329977424873,0.04483846675980756,0.06961464281358445,0.014139365162247374,0.01765372205195016,0.03452098014448921,0.027156930394497777,0.023657458092732366,0.0,0.01854507570534902,0.3355970066355908,0.04845996537595921,0.022592898105938487,0.11114971248947378,0.10788915592753674,0.01541047400135543,0.011300938281981426,0.002809861465453663,0.021385111822811064,0.030634854543428805,0.035112037579420594,0.006969659429946519,0.019217382041592828,0.21889458982104484,0.1174011421380615,0.1027151765380273,0.0213864051868171,0.02878825696113825
10,0.002210609811246757,0.009087808791569368,0.009086973495789895,0.006330973315186824,0.0035577125158810564,0.005274261384396632,0.015028274296264148,0.006056444528295719,0.09902848233596513,0.04365183415593289,0.0,0.13258140172036958,0.06463929762513294,0.10249088255236859,0.057350700571971475,0.020341772315309006,0.01796431232879987,0.02327508611805826,0.010573643590806835,0.021824585442580854,0.01911446855571858,0.016043265742288274,0.0067910043716461884,0.011990592096219032,0.025560006233197263,0.03499738790377412,0.018730317149607604,0.008904184138407661,0.008623145846081972
11,0.004210616842177838,0.00745777870529091,0.0066793829956293405,0.010533467721927882,0.0023111641347178173,0.007481395398221037,0.017961390241809847,0.008583037071983957,0.0346574902845125,0.08846460257853196,0.018170232576955957,0.0,0.0180677880506718,0.009558770127571904,0.054649832627806275,0.04528035021421418,0.01136371782050783,0.0027370297871385472,0.0022336204137005274,0.009088265083855206,0.024352316767297,0.007820485011788557,0.001996594953242088,0.004484278439548397,0.017502551814244028,0.015066751344963126,0.012305369132633158,0.006002032663158642,0.00265728919571959
12,0.001080936408148828,0.002765901937616306,0.0028821367115353,0.0025785930329544873,0.0009734151005793626,0.0015990852124811064,0.002736958343863813,0.0012841918496701932,0.027998925693831098,0.022807726113764543,0.06580034442485437,0.04994750297395987,0.0,0.16917989911947945,0.008139361129598722,0.012445929026453426,0.019795196689460448,0.018264774185008794,0.0044728608276040725,0.007862938181799175,0.023024372166963177,0.010376759533279073,0.006382290021085653,0.006350826419473636,0.0044357495748908555,0.009768857572483922,0.007134878177827591,0.002703671306077919,0.002512385822759199
13,0.0040355921443917244,0.00530778149592749,0.01411431087650554,0.008826193761766365,0.005509998468748659,0.008020957395185943,0.016180656432994288,0.0036921337610614103,0.06772306643876876,0.0498029806314987,0.2641261896052865,0.13741529577817874,0.2215878966766823,0.0,0.034276227363393315,0.0665397813403618,0.08771210266842108,0.07461304702520041,0.06753733559256671,0.022125466852672207,0.03872909813987416,0.01719059343270261,0.020907605785571666,0.04234598720867666,0.04105111518268541,0.026176220259183904,0.009839081618053835,0.011044711106620217,0.003805558819266747
14,0.03596772038720875,0.027141000338065192,0.042043819286275895,0.10963902868594386,0.02453635182080108,0.0330632560514197,0.025296998979633147,0.03460420368653171,0.018638963064321248,0.019716283973338064,0.013540156704911922,0.03361257489847617,0.01476257719590223,0.010515607562751996,0.0,0.03599340143037881,0.0324800828340214,0.0050579779543812285,0.0037121602382574437,0.010480403753128212,0.021647961617432623,0.02318812809804364,0.00899728772711303,0.02003071245682855,0.10620353407558601,0.017849840735050592,0.03390436832348461,0.024610340395120178,0.018932807955962652
15,0.016825676643848753,0.022915782253404612,0.03450994957160413,0.031178107905021964,0.006815092197985669,0.04427877445821959,0.012613534121240758,0.013433712333526306,0.039222549651047545,0.14784234984533662,0.019720767724278276,0.02093961921345063,0.03916165632953645,0.009678543047201399,0.10310062221478256,0.0,0.06554330568706786,0.008998453229956927,0.010337028545659516,0.02121253744911056,0.028755647193127034,0.02942905627115855,0.004909145766879715,0.012765402803440165,0.09160264681609202,0.04969007845165231,0.0739364447601328,0.02044558062481966,0.04466254680900557
16,0.009259154694094685,0.013681492651627608,0.030208526979378092,0.040398349939834904,0.005911578279787879,0.013758968563573193,0.007910341704328253,0.007974898668154672,0.028255489239472992,0.023978175952419842,0.018470157059425556,0.02917889326809079,0.04763458177982782,0.0382415797656731,0.04321540844981081,0.29744573088688364,0.0,0.024759403872311878,0.019406332376497287,0.026701152015151285,0.036589002906047136,0.10156034642295522,0.008194409037446594,0.009533232785024862,0.1524516847399838,0.056949612232584844,0.057304565346083296,0.010906546554584017,0.010547452438600398
