,,pi_current,pi_next_exp,pi_previous,x_current,new_pi_current,new_pi_next_exp,new_pi_previous,new_x_current
Fujian,1995,15.200000000000005,34.4,25.3,6.772317186393592,-15.420707564606124,-28.058483930748793,-17.880762771841894,-3.97861680296644
Fujian,1996,5.900000000000006,45.1,15.200000000000005,5.3269679506661864,-9.686750175220093,-21.49545101189278,-14.588184651672428,-1.484740895937771
Fujian,1997,1.7000000000000028,-5.0,5.900000000000006,6.345622999043826,-3.362005101723299,-10.430611148387419,-10.010008630247942,3.6935635920993812
Fujian,1998,-0.2999999999999972,-12.7,1.7000000000000028,4.835406358664713,0.5760215556923797,-0.3192500273165192,-3.1375821700958344,4.527757392315128
Fujian,1999,-0.9000000000000057,-6.7,-0.2999999999999972,2.2678600026117834,1.7425072670187265,10.316891055450814,0.5187587849503081,5.954326410683556
Fujian,2000,2.0999999999999943,-4.3,-0.9000000000000057,-1.2116510969800487,1.0954732995136731,8.435979043943773,1.8856073109365616,5.325763282715555
Fujian,2001,-1.2999999999999972,-2.1,2.0999999999999943,-3.3055940848530554,-4.207599331956215,4.857871073061691,1.074345229942294,9.591371661892532
Fujian,2002,-0.5,8.1,-1.2999999999999972,-5.039188272149247,0.9087029686549973,-0.6821695493800752,-4.296108162982639,10.103928036592292
Fujian,2003,0.7999999999999972,-8.1,-0.5,-6.5858974001284185,-1.3103489329880305,-15.455097094670382,0.885190772967714,9.34677832460828
Fujian,2004,4.0,1.1,0.7999999999999972,-7.793297099166168,-2.632033884928154,11.777590377232281,-1.3967870596856813,3.614940193048837
Fujian,2005,2.200000000000003,3.4,4.0,-8.727449133834924,-1.1270737261538786,-6.234899371080137,-2.7464552943003326,1.408754675433227
Fujian,2006,0.7999999999999972,10.4,2.200000000000003,-7.068358729045954,-1.9603684271633535,-5.213774400250736,-1.160525224590125,-0.8992974547774462
Fujian,2007,5.200000000000003,-1.4,0.7999999999999972,-3.932784583607969,-4.004853715508098,1.3429183047765876,-1.8382897454209919,-2.0517873291361255
Fujian,2008,4.599999999999994,-2.0,5.200000000000003,-3.6966653299418373,-9.697826921037503,-3.59968025781596,-5.064926095246517,-1.0861601016125566
Fujian,2009,-1.7999999999999972,14.0,4.599999999999994,-0.04208520775068792,-0.6943397994050065,-16.309630888687245,-12.449066734717281,4.881713399021799
Fujian,2010,3.200000000000003,3.4,-1.7999999999999972,5.908924028347684,-6.376999355035831,-23.046980944595397,-0.6990118565163289,-4.562093567882694
Gansu,1993,15.400000000000004,7.2,7.200000000000002,15.166266188881151,3.194256221067406,1.2521849290541835,1.2521849290541844,1.8334863970053694
Gansu,1994,23.700000000000006,15.4,15.400000000000004,2.670914376096817,5.0722530409484605,3.1031466039608566,3.10314660396086,-5.688984112499233
Gansu,1995,19.8,31.8,23.700000000000006,-4.2597054895749125,7.025419698554192,6.729380059374363,4.889058788223292,-10.688028348476857
Gansu,1996,10.200000000000003,40.3,19.8,2.287207074622557,3.750278058449956,9.298181784049406,7.179857703737708,-1.5371681692863755
Gansu,1997,2.9000000000000057,12.0,10.200000000000003,-0.8820736307612975,0.7604953629697472,11.323861241267004,3.768781552598618,-3.3206228979811008
Gansu,1998,-1.0,-9.0,2.9000000000000057,1.3956267512919425,-0.7391295811550463,-3.735961150120304,0.8691883668564567,0.9377398428889904
Gansu,1999,-2.4000000000000057,-11.7,-1.0,1.0010320029252568,-1.398432302195997,-5.638276522365616,-0.7005284946235165,2.5715993531578443
Gansu,2000,-0.5,-8.8,-2.4000000000000057,0.5096787174542925,-0.845364921520271,-3.8841963501056758,-1.3667460378879042,3.2165280585136893
Gansu,2001,4.0,-5.2,-0.5,-7.419461654610274,3.4555979755208526,-2.6735543327929756,-0.7886784431507199,-2.8327930766142764
Gansu,2002,0.0,3.3,4.0,-9.446203536353153,0.5951927802349791,0.11221716797899427,3.349119444220028,-2.9680338536961175
Gansu,2003,1.0999999999999943,13.0,0.0,-9.250615493089725,0.12319869330556035,11.162921896965791,0.6369497754234816,-2.0994855962197114
Gansu,2004,2.299999999999997,-8.0,1.0999999999999943,-4.6021360765121235,-1.0935605570002538,-4.389369381736663,0.06919739865103146,1.6654771185759791
Gansu,2005,1.7000000000000028,3.3,2.299999999999997,-4.043659877111338,0.18816032774559333,-1.2171957712979682,-1.1650484960042045,0.2942163119139325
Gansu,2006,1.2999999999999972,4.7,1.7000000000000028,-0.038130040436001884,-0.0516155240545979,-3.465654008328459,0.24020784956506863,3.1127511750596675
Gansu,2007,5.200000000000003,0.5,1.2999999999999972,1.5878052039157495,0.6664415886649458,3.129880305110223,-0.09332320456268717,3.886083370003166
Gansu,2008,8.200000000000003,0.5,5.200000000000003,-0.1470745041279855,2.6427398866111016,-0.6243010435993916,0.6377757629262272,1.0713006671732996
Gansu,2009,1.2999999999999972,13.0,8.200000000000003,-4.3998229987064414,1.7889805828101841,0.8124610864955308,1.8728285634634794,-2.2645410331157017
Gansu,2010,4.099999999999993,14.2,1.2999999999999972,2.460268945440916,0.6578869696437396,6.512938401119765,1.7608998957847246,-1.7007520457557708
Guangdong,1993,21.599999999999994,7.3,7.299999999999998,24.57140485184865,15.383551287987832,4.406273309940121,4.406273309940118,18.396623843014083
Guangdong,1994,21.700000000000006,21.6,21.599999999999994,14.179753980869975,13.792208093380847,15.940242930653781,15.940242930653774,10.607439065973873
Guangdong,1995,14.0,50.2,21.700000000000006,10.092935304258232,8.809021046719778,39.35881637327004,14.461842091139083,7.996971378805461
Guangdong,1996,7.0,21.9,14.0,2.661591020364611,4.6837127002667485,10.760591801013362,9.03708057405129,1.190843743801181
Guangdong,1997,1.9000000000000057,-1.4,7.0,-0.1682745718500911,1.1748953293048645,-2.0925392653538717,4.649113595324928,-1.1210349316017447
Guangdong,1998,-1.7999999999999972,-7.0,1.9000000000000057,-2.6315823919770054,-1.5397706183293,-3.934563848538205,1.1637238356308288,-3.043261517848908
Guangdong,1999,-1.7999999999999972,-8.3,-1.7999999999999972,-6.1695343508009435,-1.3371138618619405,-5.685592352887982,-1.5614533020594474,-5.792630184510579
Guangdong,2000,1.4000000000000057,-9.2,-1.7999999999999972,-6.3215348922140455,1.3544756472203596,-6.88630992187479,-1.3178448551094262,-5.232862696066942
Guangdong,2001,-0.7000000000000028,-1.8,1.4000000000000057,-7.860202763653206,-0.9001150158214668,-0.8241260257419357,1.3494816155277898,-5.914199712901436
Guangdong,2002,-1.4000000000000057,7.8,-0.7000000000000028,-8.631438583960332,-1.1399821318419827,6.561180661982543,-0.8986486976020108,-6.222360481297962
Guangdong,2003,0.5999999999999943,-4.9,-1.4000000000000057,-6.909144245371365,0.19668983696928793,-5.298358558552454,-1.1450678594190722,-4.238397142253038
Guangdong,2004,3.0,-2.8,0.5999999999999943,-5.6833811624508,1.6268578966601848,-1.6552009028493204,0.18218821878480249,-3.4982583721292535
Guangdong,2005,2.299999999999997,4.6,3.0,-3.7144048628151434,1.7573776465123805,2.835253903143599,1.6434865636093665,-1.7306071280979247
Guangdong,2006,1.7999999999999972,7.8,2.299999999999997,-1.9582959678082967,1.319628766213424,4.383615781226089,1.7488967791334085,-0.32895764575880604
Guangdong,2007,3.700000000000003,0.9,1.7999999999999972,0.2651715313618581,1.6400908964343166,2.211540531436127,1.2589209992686647,1.5373117063330128
Guangdong,2008,5.599999999999994,0.8,3.700000000000003,1.0680235351612737,2.8070821633869687,0.40916510661623423,1.4951600423359621,1.9230159953304307
Guangdong,2009,-2.299999999999997,7.5,5.599999999999994,0.5734958874797087,-2.064290078009879,2.4563004012127077,2.965905651157976,1.7051150083576365
Guangdong,2010,3.0999999999999943,9.4,-2.299999999999997,3.7766331648632274,1.8856058533092146,6.027033531336624,-2.046820811278919,2.2072040608950205
Guangxi,1993,22.0,5.9,5.900000000000006,12.591876470511124,-3.912842253851234,-5.689738991702447,-5.689738991702443,-13.282664148531534
Guangxi,1994,26.0,22.0,22.0,12.646344335794835,-7.287096982248274,-2.843823347398109,-2.843823347398107,-2.791731972645562
Guangxi,1995,18.400000000000006,54.2,26.0,9.476316329285424,-3.9725523657621284,3.778863714602379,-6.117675929397563,2.5838867461755695
Guangxi,1996,6.5,34.0,18.400000000000006,7.381339017151305,-3.40641415976959,-14.008911319495867,-3.9706224507490475,4.181884667779184
Guangxi,1997,0.7999999999999972,3.2,6.5,4.803900074407609,-2.6765028147600654,-0.0675482818386669,-3.852203967336755,3.9219901274670903
Guangxi,1998,-3.0,-17.3,0.7999999999999972,3.9130178350302174,-1.8287113245325535,-2.525991395065299,-2.544904328600076,4.849123752481235
Guangxi,1999,-2.299999999999997,-10.6,-3.0,-0.3961896699762235,-0.5576399280636883,-0.64940925887495,-1.8655339755726792,2.532105626396536
Guangxi,2000,-0.2999999999999972,-10.6,-2.299999999999997,-5.094634992857081,-0.7982363868641923,-0.2141033909787876,-0.5549978543207637,-1.0039068261965092
Guangxi,2001,0.5999999999999943,-0.9,-0.2999999999999972,-7.7062945328833345,-0.0015419420432736084,2.0042252164203584,-0.7554570942009029,-0.746020239899313
Guangxi,2002,-0.9000000000000057,3.7,0.5999999999999943,-8.614981470943292,0.19863007519902628,-1.3326286033520123,-0.012531617892944913,-0.0715713907115227
Guangxi,2003,1.0999999999999943,2.4,-0.9000000000000057,-10.929474416174829,-0.06534009599000405,1.694291096230646,0.23261901923534323,-2.1806966803082624
Guangxi,2004,4.400000000000006,-3.9,1.0999999999999943,-8.719689679509429,-1.2495287814581175,0.6686167606479154,-0.07191258112132873,0.07010879520714221
Guangxi,2005,2.4000000000000057,5.1,4.400000000000006,-6.976153303256055,0.26335117350064147,-0.7709536667882743,-1.335837559725962,1.2483324899116401
Guangxi,2006,1.2999999999999972,11.0,2.4000000000000057,-4.1134753702986435,-0.8215568562399496,-2.8681068709427957,0.3907733553485355,2.7311852893865467
Guangxi,2007,6.099999999999994,-1.6,1.2999999999999972,-1.2843271367765254,-1.1759195781853211,3.1603380745845118,-0.8606178470422564,3.9970499574239096
Guangxi,2008,7.799999999999998,-0.9,6.099999999999994,-1.7393123271528594,-1.3804142722234225,-3.2112843554074355,-1.0636625514180136,2.7260340490612185
Guangxi,2009,-2.0999999999999943,15.7,7.799999999999998,-3.2814127637502963,-0.8296992161528046,0.5480511860921279,-0.3856489264765279,-2.1589997704495807
Guangxi,2010,3.0,11.2,-2.0999999999999943,4.790233203383792,-1.896466768522482,-1.5774826892881517,-0.7091635933550876,-1.305468090666389
Guizhou,1993,16.0,7.8,7.799999999999998,17.12374995752664,-0.05437277865349489,1.5379097281770246,1.537909728177022,2.7212850944165443
Guizhou,1994,22.8,16.0,16.0,12.0119236633831,2.542030405799535,-0.006077656759519129,-0.006077656759519129,2.4592986696663983
Guizhou,1995,21.400000000000006,32.4,22.8,4.636872074220406,8.757772905713534,-2.9956846739987406,2.497484750121066,-0.38734624851664173
Guizhou,1996,9.099999999999994,36.4,21.400000000000006,1.5408949492145467,4.10954860919536,8.864292770301578,9.356578940513039,-0.8534347397126734
Guizhou,1997,3.4000000000000057,18.6,9.099999999999994,1.220480187140737,2.0544872342091907,21.362100234185057,4.064631680291354,0.7326809743866699
Guizhou,1998,0.09999999999999433,-15.5,3.4000000000000057,-1.2144792965295608,1.5506791974142724,-6.716214089125867,2.1559253405248855,-1.1445950994298841
Guizhou,1999,-0.7999999999999972,-8.0,0.09999999999999433,-1.2232839309842376,0.6062170181844627,-1.8906868623593014,1.6418953273503203,0.35744422233112644
Guizhou,2000,-0.5,-6.5,-0.7999999999999972,-1.8947949037760312,-0.8991331234097176,0.6344068883181074,0.5930099532615778,0.9999696075044879
Guizhou,2001,1.7999999999999972,-2.6,-0.5,-5.421419675870396,1.9927582012347271,-1.5065277015809635,-0.8748839190072868,-1.5230656196605226
Guizhou,2002,-1.0,0.1,1.7999999999999972,-7.175419376700603,-0.4378821452456852,-3.7242121188254926,1.977685198866361,-2.7120317989189395
Guizhou,2003,1.2000000000000028,6.4,-1.0,-7.276682640271886,0.66311804218249,7.68973703376522,-0.45177168731911677,-2.4197998868147423
Guizhou,2004,4.0,-6.6,1.2000000000000028,-7.80168019058236,1.0832672935733174,-5.255498478444542,0.6436287193975605,-3.273743043599942
Guizhou,2005,1.0,5.6,4.0,-5.341418286908407,-0.35129462415891904,2.8065033598202587,1.0781272674567515,-0.9451583456120889
Guizhou,2006,1.7000000000000028,9.6,1.0,-5.901285089806521,0.6190929192113095,1.7279607534878318,-0.36747138508464633,-2.401030590038263
Guizhou,2007,6.400000000000006,-5.0,1.7000000000000028,-5.5308258909726655,2.6776992038906307,-3.1732736635647156,0.6481418891477402,-3.3779552689780443
Guizhou,2008,7.599999999999994,3.1,6.400000000000006,-5.039363841171267,2.506822120025493,2.7295534227557257,2.5192115119836895,-3.2722070611714176
Guizhou,2009,-1.2999999999999972,15.8,7.599999999999994,0.6652640509680481,-0.3246976108311483,6.3457569476255795,2.506021286778948,2.270965607920593
Guizhou,2010,2.9000000000000057,10.0,-1.2999999999999972,4.213850303830043,0.2583691081972125,2.660017854175654,-0.32175421816627653,0.7764105575937892
Hainan,1993,23.3,8.7,8.700000000000003,19.24234696414216,-9.812158279728852,-5.0820038953459,-5.082003895345899,-14.676291360159018
Hainan,1994,26.700000000000006,23.3,23.3,12.568087569761847,-17.318253402925137,-9.40729471847417,-9.407294718474166,-9.49605490429876
Hainan,1995,13.5,52.5,26.700000000000006,1.8370673343447947,-18.245900223842188,-16.717921485837326,-17.139700872799587,-13.605023586133445
Hainan,1996,4.299999999999997,33.5,13.5,-2.035929006513854,-9.417933475400853,-28.717534032905647,-15.858401483916419,-10.602988300682453
Hainan,1997,0.7999999999999972,-12.9,4.299999999999997,-4.637386749601447,-3.778418949179779,-19.881857399704295,-10.11834984473685,-10.087594543394905
Hainan,1998,-2.700000000000003,-14.1,0.7999999999999972,-2.7324649167327517,-0.7682024202648194,4.8003051265799765,-3.673862566634745,-3.907933126765516
Hainan,1999,-1.7000000000000028,-6.2,-2.700000000000003,-2.276888241643576,1.0568998194874177,8.382291379715143,-0.806362064353542,1.4786001766380485
Hainan,2000,1.0999999999999943,-9.7,-1.7000000000000028,-2.878649788315641,0.7826464689142024,3.791147513782039,0.8954430134152869,3.352857587371981
Hainan,2001,-1.5,0.3,1.0999999999999943,-2.0586665320067965,-2.4599390047067398,4.314786592259838,0.8390734115885501,7.995014622211213
Hainan,2002,-0.5,6.7,-1.5,-1.8111950393344076,0.7692921780614844,1.397842249506181,-2.3832714535516337,9.54390308982486
Hainan,2003,0.09999999999999433,-6.7,-0.5,-2.3797309015753427,-1.3420966746961067,-8.393994249192643,0.6489966336832179,8.305328665337083
Hainan,2004,4.400000000000006,1.5,0.09999999999999433,-4.030742940902768,-0.600628266041694,6.760775964142544,-1.4170065063327741,5.587391432757406
Hainan,2005,1.5,1.3,4.400000000000006,-6.737538351936891,-0.9176571052746351,-5.66222177975968,-0.6050470508000286,0.4160217852274042
Hainan,2006,1.5,13.0,1.5,-6.333756281641443,-0.5413863459577197,0.7116402134098453,-0.9398412162230456,-0.8236260373663421
Hainan,2007,5.099999999999994,-4.3,1.5,-5.33558139756704,-1.7900071092913883,-1.4397158553432692,-0.5021124341594061,-2.162316518960148
Hainan,2008,6.900000000000006,1.5,5.099999999999994,-5.0049301747003065,-1.5866208384593032,0.2614195657939998,-1.6152193669006043,-2.804451091206149
Hainan,2009,-0.7000000000000028,12.3,6.900000000000006,-2.4311714389251904,1.3554823470474475,-6.299715661612362,-2.7279335640631306,-1.1215059802563214
Hainan,2010,4.799999999999997,10.5,-0.7000000000000028,5.520075000384112,0.6537438346878812,-2.654570427518471,1.3543929870166806,-0.31446545568223566
Hebei,1993,13.799999999999995,6.1,6.099999999999994,17.288359571723035,1.4409626682015702,-0.5200576062519235,-0.5200576062519302,1.6605995833510063
Hebei,1994,22.599999999999994,13.8,13.799999999999995,6.644445210044452,2.5080705376806542,1.76807466706552,1.768074667065512,-2.450574722347413
Hebei,1995,15.200000000000005,29.2,22.599999999999994,5.523702495558653,1.6909625128219736,6.648344740755066,3.776485747386557,-0.7243408177840175
Hebei,1996,7.099999999999994,40.2,15.200000000000005,5.480548015492432,0.684213577932318,9.322059131772127,2.6238766705628,0.98086105799641
Hebei,1997,3.5,0.4,7.099999999999994,3.6365134647710136,1.2822250827041604,-1.881000476763238,1.5170717845836026,1.0400184120751486
Hebei,1998,-1.5999999999999943,-9.1,3.5,0.8926738423557197,-1.1590860060108727,-4.068830322947538,1.4760088119254162,0.07535730868406851
Hebei,1999,-1.9000000000000057,-3.7,-1.5999999999999943,-2.940094443435157,-1.0641316423166607,-0.39960934200197606,-1.2688103934686121,-2.0128461032397778
Hebei,2000,-0.2999999999999972,-11.8,-1.9000000000000057,-3.3612680471322847,-0.22984328638785662,-7.579046889035004,-1.0877488880788673,-1.9959327707104766
Hebei,2001,0.5,-2.5,-0.2999999999999972,-6.737750692002408,0.19756349543662466,-0.8797423854199454,-0.2334616567633568,-3.8825023052219025
Hebei,2002,-1.0,2.9,0.5,-9.005918114474156,-0.8117978199198002,1.562282015621553,0.22047619065048532,-5.292312127784454
Hebei,2003,2.200000000000003,2.1,-1.0,-9.38042735960424,1.642650716362336,1.3816045304130815,-0.8273156567517997,-5.761237109860893
Hebei,2004,4.299999999999997,-4.0,2.200000000000003,-5.718183483418244,2.7088515778191815,-2.8789116447690235,1.6262012764803493,-2.5272590859139723
Hebei,2005,1.7999999999999972,8.6,4.299999999999997,-2.005616640380083,1.0742139511223865,6.514148609332611,2.7482330141992937,0.3404381414000146
Hebei,2006,1.7000000000000028,8.5,1.7999999999999972,-1.9224607797413429,1.1235529518146619,4.9925627460363025,1.0755659127896229,-0.08102548661363647
Hebei,2007,4.700000000000003,-3.2,1.7000000000000028,0.06013300352998385,2.9286629775851347,-2.395157459873584,1.1779184405274263,1.2382257248232214
Hebei,2008,6.200000000000002,1.5,4.700000000000003,0.4381100438509691,4.2956282537194035,1.3144983595334636,3.1708326083935656,0.83763098221857
Hebei,2009,-0.7000000000000028,10.7,6.200000000000002,-2.1554529055831324,-0.601811829958742,7.628509194875585,4.6150530592062164,-1.8881499882518629
Hebei,2010,3.0999999999999943,9.2,-0.7000000000000028,2.6956742636232316,2.2481615647421855,7.039414376905461,-0.612131315006392,1.4945800810683165
Heilongjiang,1993,14.799999999999995,9.2,9.200000000000003,7.071744252210437,-13.243067328260313,-4.63458110652075,-4.634581106520748,-21.168331681415918
Heilongjiang,1994,21.90000000000001,14.8,14.799999999999995,6.281966421502986,-21.281112467585583,-14.287929791728326,-14.287929791728331,-12.733768891702669
Heilongjiang,1995,16.099999999999994,26.0,21.90000000000001,3.3815278755660074,-16.64237586199316,-35.31918275091951,-22.95107187270981,-8.80414683828943
Heilongjiang,1996,7.099999999999994,36.1,16.099999999999994,5.047625033104282,-9.597386606602022,-39.82729220171473,-17.63224744254708,-4.449712008421436
Heilongjiang,1997,4.400000000000006,4.5,7.099999999999994,3.740850263781724,-1.311959204590381,-3.9704092990216844,-8.46295636214273,-3.0540736048307506
Heilongjiang,1998,0.4000000000000057,-10.9,4.400000000000006,-1.5227534801554867,1.6938731831636482,4.772776467081117,-0.9532722918691241,-5.343681571744524
Heilongjiang,1999,-3.200000000000003,-1.0,0.4000000000000057,-3.843501535688716,-0.6405121732223439,13.195759848143895,1.7037736812768216,-1.9084011032942139
Heilongjiang,2000,-1.7000000000000028,-7.6,-3.200000000000003,-1.8553063555479383,-1.543405326797997,6.229401360327181,-0.6079297860041469,2.222174089674247
Heilongjiang,2001,0.7999999999999972,-10.4,-1.7000000000000028,-4.67775221372068,-0.6261442335453823,-4.993617449573164,-1.5199956438102231,4.921262250977888
Heilongjiang,2002,-0.7000000000000028,1.3,0.7999999999999972,-6.502890515109755,0.05604127749660874,-3.5873378053691876,-0.6738838959260537,6.959818683700328
Heilongjiang,2003,0.9000000000000057,5.8,-0.7000000000000028,-6.324401901117014,-1.5718598141543179,1.087712439563546,0.05385743227475797,8.35308362510888
Heilongjiang,2004,3.799999999999997,-3.7,0.9000000000000057,-4.296151319981959,-2.966715658286827,1.7262141460700697,-1.535577246491165,8.410072577331949
Heilongjiang,2005,1.2000000000000028,4.1,3.799999999999997,-0.5389642518281761,-1.936526813736001,-4.430383646733675,-2.8184848239042677,9.589684671466841
Heilongjiang,2006,1.9000000000000057,9.6,1.2000000000000028,-0.21748912720715907,-0.514107411726008,-4.434269236369764,-1.7607504971234809,7.3974293248219825
Heilongjiang,2007,5.200000000000003,-4.0,1.9000000000000057,-1.5078700337057709,-2.1871761254512467,-0.760111497471004,-0.3996999304495436,3.543862723213178
Heilongjiang,2008,5.599999999999994,3.3,5.200000000000003,0.3737598723293303,-2.4220975193639966,2.247515666514254,-1.3028826646522298,2.9045641888914293
Heilongjiang,2009,0.20000000000000284,11.8,5.599999999999994,-4.88393196987694,0.45929372091697285,-0.48680138845947646,-0.8468915253593485,-3.081500271381227
Heilongjiang,2010,3.9000000000000057,6.4,0.20000000000000284,2.0358166691417665,0.31968009475892883,-2.9572094325294636,0.4520856366359636,-3.280193357621724
Henan,1993,10.400000000000006,5.4,5.400000000000006,18.34853674259745,-1.345684014137632,-0.7576356632668154,-0.7576356632668101,2.853173170246262
Henan,1994,25.200000000000006,10.4,10.400000000000006,9.42471879673296,5.74476083916789,-2.395388801838895,-2.395388801838888,-1.7079464077898205
Henan,1995,16.5,20.4,25.200000000000006,11.323379038887609,0.9736170279969297,-6.596256402083965,4.039496676532963,2.818678983424744
Henan,1996,10.5,54.8,16.5,8.622076637740221,2.7215375301513074,16.332947386064376,-0.27965883622298005,0.5393860615233993
Henan,1997,3.5,-0.9,10.5,3.8087993154532005,0.5903156092123502,-4.934407482197686,3.696252507503039,-1.3438722314401395
Henan,1998,-2.5,-1.5,3.5,0.9816381049538164,-2.060562094742848,7.112018816751863,0.6703218779953071,-1.54191927338059
Henan,1999,-3.0999999999999943,-10.5,-2.5,-3.0113869553509858,-2.231075394732448,-5.224382264027794,-2.0670920556519774,-2.261747917711813
Henan,2000,-0.7999999999999972,-14.5,-3.0999999999999943,-3.3090296910832815,-1.0372845316068882,-7.659157244146124,-2.222446403458463,-0.9654796548671812
